time_s,ecg_mv
1.612,-0.34163
1.616,-0.33322
1.62,-0.33263
1.624,-0.33233
1.628,-0.34517
1.632,-0.3425
1.636,-0.33162
1.64,-0.30518
1.644,-0.29716
1.648,-0.29367
1.652,-0.27694
1.656,-0.26503
1.66,-0.2657
1.664,-0.25514
1.668,-0.24699
1.672,-0.22376
1.676,-0.22396
1.68,-0.24586
1.684,-0.24091
1.688,-0.24086
1.692,-0.24077
1.696,-0.26532
1.7,-0.27599
1.704,-0.25856
1.708,-0.22983
1.712,-0.21916
1.716,-0.25544
1.72,-0.27418
1.724,-0.28272
1.728,-0.30445
1.732,-0.3315
1.736,-0.33487
1.74,-0.33199
1.744,-0.3516
1.748,-0.36916
1.752,-0.34853
1.756,-0.34974
1.76,-0.36078
1.764,-0.37561
1.768,-0.37676
1.772,-0.36302
1.776,-0.37139
1.78,-0.38389
1.784,-0.38084
1.788,-0.36145
1.792,-0.37025
1.796,-0.40106
1.8,-0.4113
1.804,-0.44898
1.808,-0.48736
1.812,-0.53139
1.816,-0.57045
1.82,-0.50659
1.824,-0.30616
1.828,-0.07619
1.832,0.26482
1.836,0.6819
1.84,0.93167
1.844,0.8861
1.848,0.39113
1.852,-0.23584
1.856,-0.50846
1.86,-0.4708
1.864,-0.4107
1.868,-0.39287
1.872,-0.39234
1.876,-0.39271
1.88,-0.40118
1.884,-0.40048
1.888,-0.3974
1.892,-0.39107
1.896,-0.40469
1.9,-0.40582
1.904,-0.39909
1.908,-0.40954
1.912,-0.41165
1.916,-0.41773
1.92,-0.40385
1.924,-0.41265
1.928,-0.42613
1.932,-0.42737
1.936,-0.41171
1.94,-0.40591
1.944,-0.42047
1.948,-0.42842
1.952,-0.4155
1.956,-0.4092
1.96,-0.41852
1.964,-0.42038
1.968,-0.39377
1.972,-0.40159
1.976,-0.39517
1.98,-0.41027
1.984,-0.40142
1.988,-0.39357
1.992,-0.40432
1.996,-0.42081
2.0,-0.42474
2.004,-0.41391
2.008,-0.41297
2.012,-0.42466
2.016,-0.42228
2.02,-0.41143
2.024,-0.39706
2.028,-0.41396
2.032,-0.41868
2.036,-0.40293
2.04,-0.39603
2.044,-0.40326
2.048,-0.3963
2.052,-0.39328
2.056,-0.39192
2.06,-0.39424
2.064,-0.4133
2.068,-0.40367
2.072,-0.4097
2.076,-0.41686
2.08,-0.42109
2.084,-0.42241
2.088,-0.41246
2.092,-0.41684
2.096,-0.43434
2.1,-0.43078
2.104,-0.4202
2.108,-0.41988
2.112,-0.42118
2.116,-0.42689
2.12,-0.40944
2.124,-0.39361
2.128,-0.38964
2.132,-0.36641
2.136,-0.34316
2.14,-0.33099
2.144,-0.33459
2.148,-0.332
2.152,-0.32102
2.156,-0.30471
2.16,-0.31081
2.164,-0.311
2.168,-0.30223
2.172,-0.29858
2.176,-0.3046
2.18,-0.30984
2.184,-0.3127
2.188,-0.30598
2.192,-0.30427
2.196,-0.31994
2.2,-0.32181
2.204,-0.30777
2.208,-0.30476
2.212,-0.32335
2.216,-0.31306
2.22,-0.30293
2.224,-0.30234
2.228,-0.32732
2.232,-0.32446
2.236,-0.31963
2.24,-0.32026
2.244,-0.34444
2.248,-0.34904
2.252,-0.33441
2.256,-0.33196
2.26,-0.33732
2.264,-0.35685
2.268,-0.34886
2.272,-0.35557
2.276,-0.3574
2.28,-0.36139
2.284,-0.35514
2.288,-0.34399
2.292,-0.34989
2.296,-0.35962
2.3,-0.36312
2.304,-0.35176
2.308,-0.35233
2.312,-0.37438
2.316,-0.37329
2.32,-0.36142
2.324,-0.362
2.328,-0.36689
2.332,-0.37764
2.336,-0.36191
2.34,-0.35015
2.344,-0.35086
2.348,-0.36965
2.352,-0.35231
2.356,-0.34056
2.36,-0.34899
2.364,-0.36405
2.368,-0.35801
2.372,-0.35295
2.376,-0.36257
2.38,-0.38272
2.384,-0.35692
2.388,-0.35862
2.392,-0.35656
2.396,-0.36808
2.4,-0.35844
2.404,-0.34902
2.408,-0.34895
2.412,-0.34385
2.416,-0.34202
2.42,-0.30907
2.424,-0.30454
2.428,-0.30951
2.432,-0.29813
2.436,-0.28239
2.44,-0.27748
2.444,-0.28003
2.448,-0.2732
2.452,-0.25601
2.456,-0.24923
2.46,-0.26272
2.464,-0.27608
2.468,-0.27334
2.472,-0.26678
2.476,-0.27869
2.48,-0.27653
2.484,-0.27861
2.488,-0.26933
2.492,-0.25109
2.496,-0.24683
2.5,-0.2852
2.504,-0.30856
2.508,-0.33653
2.512,-0.36903
2.516,-0.38498
2.52,-0.37724
2.524,-0.37182
2.528,-0.38522
2.532,-0.39327
2.536,-0.38741
2.54,-0.38388
2.544,-0.39244
2.548,-0.40666
2.552,-0.38178
2.556,-0.37644
2.56,-0.39483
2.564,-0.41013
2.568,-0.40382
2.572,-0.39183
2.576,-0.41079
2.58,-0.45117
2.584,-0.48495
2.588,-0.51194
2.592,-0.52214
2.596,-0.57222
2.6,-0.64418
2.604,-0.61023
2.608,-0.50443
2.612,-0.35073
2.616,-0.15781
2.62,0.14392
2.624,0.54802
2.628,0.81831
2.632,0.83588
2.636,0.49398
2.64,-0.09982
2.644,-0.47952
2.648,-0.51338
2.652,-0.42679
2.656,-0.3875
2.66,-0.39605
2.664,-0.41047
2.668,-0.39569
2.672,-0.38688
2.676,-0.4005
2.68,-0.40857
2.684,-0.40516
2.688,-0.39256
2.692,-0.39612
2.696,-0.41563
2.7,-0.4074
2.704,-0.39839
2.708,-0.41019
2.712,-0.40394
2.716,-0.40873
2.72,-0.38942
2.724,-0.38679
2.728,-0.39645
2.732,-0.39988
2.736,-0.40001
2.74,-0.39361
2.744,-0.40322
2.748,-0.40378
2.752,-0.39699
2.756,-0.38204
2.76,-0.37962
2.764,-0.39448
2.768,-0.38764
2.772,-0.37711
2.776,-0.38839
2.78,-0.39643
2.784,-0.38189
2.788,-0.37368
2.792,-0.38669
2.796,-0.39422
2.8,-0.38526
2.804,-0.36693
2.808,-0.38673
2.812,-0.38888
2.816,-0.38187
2.82,-0.37677
2.824,-0.38605
2.828,-0.38159
2.832,-0.37321
2.836,-0.37636
2.84,-0.37462
2.844,-0.39065
2.848,-0.38155
2.852,-0.36525
2.856,-0.37837
2.86,-0.38804
2.864,-0.38921
2.868,-0.36849
2.872,-0.37851
2.876,-0.38635
2.88,-0.38025
2.884,-0.37091
2.888,-0.3665
2.892,-0.38776
2.896,-0.39045
2.9,-0.38253
2.904,-0.36649
2.908,-0.37037
2.912,-0.36795
2.916,-0.33656
2.92,-0.31941
2.924,-0.31653
2.928,-0.32556
2.932,-0.30369
2.936,-0.28704
2.94,-0.29964
2.944,-0.28627
2.948,-0.28442
2.952,-0.27244
2.956,-0.2807
2.96,-0.29422
2.964,-0.29459
2.968,-0.2855
2.972,-0.28501
2.976,-0.30399
2.98,-0.29928
2.984,-0.28354
2.988,-0.27576
2.992,-0.29584
2.996,-0.30332
3.0,-0.29599
3.004,-0.28973
3.008,-0.29563
3.012,-0.30565
3.016,-0.29479
3.02,-0.30127
3.024,-0.31
3.028,-0.31461
3.032,-0.30439
3.036,-0.29702
3.04,-0.3189
3.044,-0.33913
3.048,-0.3267
3.052,-0.31915
3.056,-0.31648
3.06,-0.3327
3.064,-0.32795
3.068,-0.31645
3.072,-0.32079
3.076,-0.33569
3.08,-0.34364
3.084,-0.33189
3.088,-0.33311
3.092,-0.34553
3.096,-0.34876
3.1,-0.33853
3.104,-0.33606
3.108,-0.33015
3.112,-0.33817
3.116,-0.33485
3.12,-0.32611
3.124,-0.34098
3.128,-0.35101
3.132,-0.36526
3.136,-0.34603
3.14,-0.3464
3.144,-0.35198
3.148,-0.34534
3.152,-0.34103
3.156,-0.34127
3.16,-0.36508
3.164,-0.36762
3.168,-0.35047
3.172,-0.34447
3.176,-0.353
3.18,-0.34785
3.184,-0.32906
3.188,-0.33318
3.192,-0.33676
3.196,-0.33628
3.2,-0.31656
3.204,-0.28723
3.208,-0.30006
3.212,-0.29903
3.216,-0.27825
3.22,-0.27817
3.224,-0.27642
3.228,-0.27082
3.232,-0.25693
3.236,-0.23498
3.24,-0.24195
3.244,-0.25031
3.248,-0.2549
3.252,-0.23535
3.256,-0.25739
3.26,-0.2622
3.264,-0.25794
3.268,-0.26844
3.272,-0.27334
3.276,-0.25443
3.28,-0.24584
3.284,-0.26733
3.288,-0.29384
3.292,-0.31611
3.296,-0.33117
3.3,-0.34211
3.304,-0.33036
3.308,-0.34532
3.312,-0.35768
3.316,-0.34159
3.32,-0.33652
3.324,-0.35441
3.328,-0.36752
3.332,-0.37379
3.336,-0.36383
3.34,-0.3713
3.344,-0.37896
3.348,-0.36999
3.352,-0.36761
3.356,-0.36252
3.36,-0.37631
3.364,-0.36823
3.368,-0.35348
3.372,-0.35467
3.376,-0.37576
3.38,-0.39526
3.384,-0.43167
3.388,-0.46916
3.392,-0.52593
3.396,-0.56744
3.4,-0.4762
3.404,-0.29591
3.408,-0.07904
3.412,0.27882
3.416,0.65939
3.42,0.82817
3.424,0.64569
3.428,0.11745
3.432,-0.33414
3.436,-0.49661
3.44,-0.46886
3.444,-0.41843
3.448,-0.39434
3.452,-0.39116
3.456,-0.39834
3.46,-0.41833
3.464,-0.42447
3.468,-0.39855
3.472,-0.40141
3.476,-0.41068
3.48,-0.4075
3.484,-0.38544
3.488,-0.39404
3.492,-0.3951
3.496,-0.39482
3.5,-0.38809
3.504,-0.38804
3.508,-0.40076
3.512,-0.4214
3.516,-0.40064
3.52,-0.39645
3.524,-0.40311
3.528,-0.42199
3.532,-0.41023
3.536,-0.403
3.54,-0.40842
3.544,-0.41144
3.548,-0.41162
3.552,-0.41215
3.556,-0.40632
3.56,-0.41745
3.564,-0.41475
3.568,-0.40011
3.572,-0.39296
3.576,-0.39872
3.58,-0.39511
3.584,-0.3988
3.588,-0.40412
3.592,-0.42358
3.596,-0.42633
3.6,-0.40311
3.604,-0.39194
3.608,-0.40711
3.612,-0.4077
3.616,-0.40037
3.62,-0.39496
3.624,-0.39996
3.628,-0.4201
3.632,-0.40692
3.636,-0.39509
3.64,-0.40154
3.644,-0.41927
3.648,-0.42785
3.652,-0.41924
3.656,-0.43098
3.66,-0.45043
3.664,-0.44426
3.668,-0.43955
3.672,-0.46303
3.676,-0.45935
3.68,-0.44643
3.684,-0.43033
3.688,-0.42741
3.692,-0.44577
3.696,-0.44824
3.7,-0.43158
3.704,-0.41361
3.708,-0.42083
3.712,-0.418
3.716,-0.38579
3.72,-0.36776
3.724,-0.36549
3.728,-0.36214
3.732,-0.33689
3.736,-0.31582
3.74,-0.30327
3.744,-0.31571
3.748,-0.3113
3.752,-0.3065
3.756,-0.30965
3.76,-0.31941
3.764,-0.31373
3.768,-0.30475
3.772,-0.29813
3.776,-0.31344
3.78,-0.31603
3.784,-0.30714
3.788,-0.29634
3.792,-0.30632
3.796,-0.29049
3.8,-0.28161
3.804,-0.29109
3.808,-0.3059
3.812,-0.31941
3.816,-0.29799
3.82,-0.30448
3.824,-0.32128
3.828,-0.33431
3.832,-0.31805
3.836,-0.32082
3.84,-0.33392
3.844,-0.33459
3.848,-0.32782
3.852,-0.31942
3.856,-0.32034
3.86,-0.33677
3.864,-0.34142
3.868,-0.33181
3.872,-0.32374
3.876,-0.32425
3.88,-0.3329
3.884,-0.32919
3.888,-0.32999
3.892,-0.33604
3.896,-0.33601
3.9,-0.31919
3.904,-0.31781
3.908,-0.33645
3.912,-0.35157
3.916,-0.34136
3.92,-0.33103
3.924,-0.32105
3.928,-0.34663
3.932,-0.32024
3.936,-0.31628
3.94,-0.33036
3.944,-0.33353
3.948,-0.33424
3.952,-0.32859
3.956,-0.33263
3.96,-0.34142
3.964,-0.33709
3.968,-0.32428
3.972,-0.32636
3.976,-0.34847
3.98,-0.34264
3.984,-0.32803
3.988,-0.31189
3.992,-0.30745
3.996,-0.28986
4.0,-0.26507
4.004,-0.25718
4.008,-0.26453
4.012,-0.25675
4.016,-0.24086
4.02,-0.22763
4.024,-0.22945
4.028,-0.23277
4.032,-0.22318
4.036,-0.22883
4.04,-0.2371
4.044,-0.25412
4.048,-0.23651
4.052,-0.22929
4.056,-0.24992
4.06,-0.25438
4.064,-0.2282
4.068,-0.19834
4.072,-0.20533
4.076,-0.24644
4.08,-0.27514
4.084,-0.28087
4.088,-0.30096
4.092,-0.33256
4.096,-0.34
4.1,-0.34497
4.104,-0.35041
4.108,-0.3444
4.112,-0.35085
4.116,-0.34156
4.12,-0.33917
4.124,-0.35352
4.128,-0.36355
4.132,-0.36368
4.136,-0.3501
4.14,-0.34337
4.144,-0.37929
4.148,-0.3533
4.152,-0.34853
4.156,-0.3492
4.16,-0.37005
4.164,-0.39035
4.168,-0.40746
4.172,-0.45332
4.176,-0.48615
4.18,-0.53933
4.184,-0.53425
4.188,-0.43731
4.192,-0.28041
4.196,-0.05832
4.2,0.31536
4.204,0.6985
4.208,0.88286
4.212,0.7273
4.216,0.22694
4.22,-0.27015
4.224,-0.48432
4.228,-0.48982
4.232,-0.42094
4.236,-0.38931
4.24,-0.3956
4.244,-0.39883
4.248,-0.38745
4.252,-0.38203
4.256,-0.38871
4.26,-0.40743
4.264,-0.40737
4.268,-0.38802
4.272,-0.40154
4.276,-0.4099
4.28,-0.41187
4.284,-0.39407
4.288,-0.39861
4.292,-0.4137
4.296,-0.41592
4.3,-0.40157
4.304,-0.38698
4.308,-0.40702
4.312,-0.41312
4.316,-0.39689
4.32,-0.39413
4.324,-0.40055
4.328,-0.41127
4.332,-0.40511
4.336,-0.39091
4.34,-0.39976
4.344,-0.42324
4.348,-0.41161
4.352,-0.40692
4.356,-0.40778
4.36,-0.42105
4.364,-0.42486
4.368,-0.40149
4.372,-0.39078
4.376,-0.4033
4.38,-0.41232
4.384,-0.39464
4.388,-0.40194
4.392,-0.4213
4.396,-0.4175
4.4,-0.41218
4.404,-0.41088
4.408,-0.41999
4.412,-0.41902
4.416,-0.40266
4.42,-0.40297
4.424,-0.39971
4.428,-0.40794
4.432,-0.39625
4.436,-0.39645
4.44,-0.40565
4.444,-0.42281
4.448,-0.42088
4.452,-0.40803
4.456,-0.42144
4.46,-0.43893
4.464,-0.4422
4.468,-0.43055
4.472,-0.43267
4.476,-0.44858
4.48,-0.44374
4.484,-0.43568
4.488,-0.43927
4.492,-0.44616
4.496,-0.43915
4.5,-0.42721
4.504,-0.40866
4.508,-0.39753
4.512,-0.38115
4.516,-0.34222
4.52,-0.32698
4.524,-0.32826
4.528,-0.32819
4.532,-0.30046
4.536,-0.28752
4.54,-0.28804
4.544,-0.30486
4.548,-0.29317
4.552,-0.28118
4.556,-0.29589
4.56,-0.29246
4.564,-0.29043
4.568,-0.27603
4.572,-0.2763
4.576,-0.291
4.58,-0.2853
4.584,-0.27059
4.588,-0.26907
4.592,-0.27796
4.596,-0.28953
4.6,-0.2743
4.604,-0.28099
4.608,-0.29695
4.612,-0.30132
4.616,-0.29342
4.62,-0.28705
4.624,-0.29468
4.628,-0.3085
4.632,-0.30151
4.636,-0.2986
4.64,-0.30656
4.644,-0.32205
4.648,-0.3228
4.652,-0.31103
4.656,-0.31329
4.66,-0.32189
4.664,-0.31882
4.668,-0.31371
4.672,-0.3188
4.676,-0.33027
4.68,-0.32261
4.684,-0.30961
4.688,-0.30984
4.692,-0.32963
4.696,-0.33344
4.7,-0.32153
4.704,-0.32472
4.708,-0.32936
4.712,-0.33406
4.716,-0.32597
4.72,-0.32371
4.724,-0.32152
4.728,-0.33133
4.732,-0.31759
4.736,-0.31115
4.74,-0.31842
4.744,-0.3305
4.748,-0.32445
4.752,-0.31357
4.756,-0.3317
4.76,-0.33116
4.764,-0.33313
4.768,-0.32406
4.772,-0.32019
4.776,-0.33116
4.78,-0.3255
4.784,-0.31537
4.788,-0.31465
4.792,-0.32941
4.796,-0.32578
4.8,-0.31285
4.804,-0.30527
4.808,-0.29914
4.812,-0.31157
4.816,-0.28078
4.82,-0.25434
4.824,-0.25785
4.828,-0.26483
4.832,-0.24414
4.836,-0.22913
4.84,-0.22284
4.844,-0.22
4.848,-0.21055
4.852,-0.20022
4.856,-0.21077
4.86,-0.23097
4.864,-0.24024
4.868,-0.22097
4.872,-0.23231
4.876,-0.24695
4.88,-0.2394
4.884,-0.20515
4.888,-0.21088
4.892,-0.25784
4.896,-0.2813
4.9,-0.29801
4.904,-0.31141
4.908,-0.32952
4.912,-0.32228
4.916,-0.32639
4.92,-0.3318
4.924,-0.33825
4.928,-0.34409
4.932,-0.338
4.936,-0.3223
4.94,-0.3281
4.944,-0.34346
4.948,-0.34574
4.952,-0.33884
4.956,-0.33848
4.96,-0.35237
4.964,-0.34221
4.968,-0.33948
4.972,-0.3403
4.976,-0.34856
4.98,-0.36279
4.984,-0.37764
4.988,-0.43359
4.992,-0.48124
4.996,-0.50824
5.0,-0.53558
5.004,-0.47161
5.008,-0.29998
5.012,-0.07463
5.016,0.2416
5.02,0.63021
5.024,0.91137
5.028,0.91985
5.032,0.62352
5.036,0.03961
5.04,-0.37556
5.044,-0.47039
5.048,-0.41174
5.052,-0.36254
5.056,-0.36159
5.06,-0.37707
5.064,-0.38028
5.068,-0.37332
5.072,-0.36514
5.076,-0.37628
5.08,-0.38598
5.084,-0.37386
5.088,-0.3683
5.092,-0.38753
5.096,-0.38994
5.1,-0.3852
5.104,-0.38767
5.108,-0.39302
5.112,-0.40907
5.116,-0.39292
5.12,-0.3857
5.124,-0.39555
5.128,-0.39948
5.132,-0.3982
5.136,-0.38989
5.14,-0.39169
5.144,-0.40207
5.148,-0.38965
5.152,-0.37819
5.156,-0.37397
5.16,-0.38766
5.164,-0.38327
5.168,-0.3692
5.172,-0.36986
5.176,-0.37942
5.18,-0.3772
5.184,-0.38382
5.188,-0.37088
5.192,-0.38081
5.196,-0.39167
5.2,-0.38414
5.204,-0.37357
5.208,-0.38393
5.212,-0.39435
5.216,-0.38536
5.22,-0.37618
5.224,-0.3837
5.228,-0.38798
5.232,-0.37914
5.236,-0.37347
5.24,-0.36538
5.244,-0.38204
5.248,-0.36691
5.252,-0.36204
5.256,-0.37249
5.26,-0.39344
5.264,-0.39012
5.268,-0.37331
5.272,-0.37271
5.276,-0.3872
5.28,-0.38948
5.284,-0.39216
5.288,-0.37899
5.292,-0.38691
5.296,-0.38806
5.3,-0.37117
5.304,-0.37349
5.308,-0.38953
5.312,-0.39644
5.316,-0.36657
5.32,-0.36527
5.324,-0.38144
5.328,-0.38062
5.332,-0.36368
5.336,-0.34872
5.34,-0.33816
5.344,-0.32792
5.348,-0.31485
5.352,-0.30025
5.356,-0.28262
5.36,-0.29274
5.364,-0.27966
5.368,-0.27365
5.372,-0.28103
5.376,-0.28268
5.38,-0.29187
5.384,-0.27731
5.388,-0.27804
5.392,-0.28573
5.396,-0.29097
5.4,-0.28107
5.404,-0.28137
5.408,-0.29033
5.412,-0.29938
5.416,-0.28704
5.42,-0.28104
5.424,-0.28579
5.428,-0.29216
5.432,-0.28225
5.436,-0.2761
5.44,-0.28225
5.444,-0.30683
5.448,-0.3005
5.452,-0.27307
5.456,-0.26956
5.46,-0.2821
5.464,-0.28309
5.468,-0.26733
5.472,-0.26318
5.476,-0.27193
5.48,-0.27098
5.484,-0.24021
5.488,-0.23536
5.492,-0.24797
5.496,-0.24978
5.5,-0.21769
5.504,-0.22916
5.508,-0.25619
5.512,-0.2193
5.516,-0.20656
5.52,-0.22246
5.524,-0.23622
5.528,-0.24162
5.532,-0.24666
5.536,-0.26685
5.54,-0.29746
5.544,-0.32336
5.548,-0.31357
5.552,-0.32313
5.556,-0.34126
5.56,-0.35287
5.564,-0.3664
5.568,-0.35399
5.572,-0.35413
5.576,-0.38105
5.58,-0.37796
5.584,-0.36865
5.588,-0.36324
5.592,-0.37396
5.596,-0.37015
5.6,-0.34989
5.604,-0.35568
5.608,-0.35256
