time_s,ecg_mv
1.144,0.0772
1.148,0.05111
1.152,0.04446
1.156,0.04157
1.16,0.02835
1.164,0.05362
1.168,0.05963
1.172,0.04097
1.176,0.06013
1.18,0.03851
1.184,0.0185
1.188,0.03194
1.192,0.02727
1.196,0.03708
1.2,0.04869
1.204,0.03131
1.208,0.04346
1.212,0.04964
1.216,0.04229
1.22,0.04514
1.224,0.06324
1.228,0.07987
1.232,0.07022
1.236,0.07695
1.24,0.09268
1.244,0.10556
1.248,0.10189
1.252,0.10878
1.256,0.112
1.26,0.10113
1.264,0.10883
1.268,0.09876
1.272,0.11719
1.276,0.08348
1.28,0.08614
1.284,0.07624
1.288,0.04986
1.292,0.04081
1.296,0.04408
1.3,0.05217
1.304,0.03325
1.308,0.02914
1.312,-0.0001
1.316,0.02826
1.32,0.03556
1.324,0.03626
1.328,0.03541
1.332,0.02581
1.336,0.0266
1.34,0.03894
1.344,0.02698
1.348,0.00064
1.352,0.0402
1.356,0.01471
1.36,0.04382
1.364,0.04729
1.368,0.03556
1.372,0.03586
1.376,0.04317
1.38,-0.0029
1.384,-0.00714
1.388,-0.03536
1.392,-0.07033
1.396,-0.0185
1.4,0.04237
1.404,0.2486
1.408,0.59098
1.412,0.96768
1.416,1.1758
1.42,1.11826
1.424,0.8125
1.428,0.37983
1.432,0.05366
1.436,-0.14229
1.44,-0.21138
1.444,-0.20204
1.448,-0.13076
1.452,-0.08332
1.456,-0.0441
1.46,-0.01399
1.464,0.01696
1.468,0.01944
1.472,0.02782
1.476,0.03454
1.48,0.00613
1.484,-0.00856
1.488,0.01865
1.492,0.02062
1.496,0.0243
1.5,0.01542
1.504,0.02229
1.508,0.03517
1.512,0.04031
1.516,0.05475
1.52,0.02014
1.524,0.03546
1.528,0.08381
1.532,0.08663
1.536,0.104
1.54,0.10823
1.544,0.125
1.548,0.15369
1.552,0.16174
1.556,0.17696
1.56,0.20419
1.564,0.24026
1.568,0.26619
1.572,0.2956
1.576,0.2943
1.58,0.30574
1.584,0.32626
1.588,0.29803
1.592,0.29251
1.596,0.28972
1.6,0.28298
1.604,0.2927
1.608,0.24553
1.612,0.24446
1.616,0.20071
1.62,0.18924
1.624,0.16856
1.628,0.14456
1.632,0.12621
1.636,0.08962
1.64,0.09797
1.644,0.07693
1.648,0.04348
1.652,0.04673
1.656,0.01841
1.66,0.02476
1.664,0.00338
1.668,0.02114
1.672,0.04423
1.676,0.0233
1.68,0.0121
1.684,-0.0093
1.688,0.00471
1.692,0.01327
1.696,-0.00287
1.7,-0.00097
1.704,-0.02345
1.708,-0.01391
1.712,-0.02629
1.716,0.01842
1.72,0.00071
1.724,0.00334
1.728,-0.00818
1.732,-0.02366
1.736,-0.0044
1.74,-0.01452
1.744,-0.0189
1.748,-0.00697
1.752,-0.00669
1.756,-0.01055
1.76,-0.01804
1.764,-0.02095
1.768,-0.00942
1.772,0.00481
1.776,-0.02948
1.78,-0.01849
1.784,-0.01292
1.788,-0.01324
1.792,-0.01882
1.796,0.01107
1.8,-0.00764
1.804,-0.02462
1.808,-0.03575
1.812,-0.01559
1.816,0.00386
1.82,-0.01194
1.824,-0.0424
1.828,-0.0315
1.832,-0.01386
1.836,-0.00288
1.84,-0.01435
1.844,-0.01461
1.848,-0.00388
1.852,-0.00204
1.856,-0.02559
1.86,-0.01256
1.864,-0.02966
1.868,-0.03144
1.872,-0.01181
1.876,-0.0363
1.88,-0.01753
1.884,-0.01614
1.888,-0.00992
1.892,-0.03441
1.896,-0.01638
1.9,-0.02279
1.904,-0.0038
1.908,-0.03088
1.912,-0.03563
1.916,-0.01664
1.92,-0.03325
1.924,-0.03884
1.928,-0.01273
1.932,-0.01881
1.936,-0.06164
1.94,-0.03569
1.944,-0.03826
1.948,-0.01756
1.952,-0.00794
1.956,-0.00124
1.96,-0.01779
1.964,-0.03973
1.968,-0.04047
1.972,-0.03865
1.976,-0.02166
1.98,-0.01266
1.984,-0.05117
1.988,-0.02116
1.992,-0.01764
1.996,-0.02529
2.0,0.00945
2.004,-0.02326
2.008,-0.02958
2.012,-0.02291
2.016,-0.03701
2.02,-0.04387
2.024,-0.02572
2.028,-0.01693
2.032,-0.03337
2.036,-0.01892
2.04,-0.03359
2.044,-0.00796
2.048,-0.02266
2.052,-0.01558
2.056,-0.00848
2.06,-0.02841
2.064,-0.00774
2.068,0.02415
2.072,0.01081
2.076,0.03573
2.08,0.03766
2.084,0.01226
2.088,0.04817
2.092,0.02994
2.096,0.04693
2.1,0.03699
2.104,0.03795
2.108,0.03047
2.112,0.02632
2.116,0.00924
2.12,-0.01064
2.124,-0.01527
2.128,-0.00013
2.132,0.00263
2.136,-0.02106
2.14,-0.01836
2.144,-0.02031
2.148,-0.05108
2.152,-0.0591
2.156,-0.03862
2.16,-0.06168
2.164,-0.04293
2.168,-0.05791
2.172,-0.04804
2.176,-0.04987
2.18,-0.03489
2.184,-0.04913
2.188,-0.05536
2.192,-0.04122
2.196,-0.00641
2.2,-0.03632
2.204,-0.06586
2.208,-0.04211
2.212,-0.01456
2.216,-0.04982
2.22,-0.05126
2.224,-0.07814
2.228,-0.10437
2.232,-0.11375
2.236,-0.07686
2.24,0.05931
2.244,0.32663
2.248,0.69678
2.252,1.02745
2.256,1.11233
2.26,0.93092
2.264,0.54826
2.268,0.16061
2.272,-0.11535
2.276,-0.23598
2.28,-0.27847
2.284,-0.25209
2.288,-0.20635
2.292,-0.14429
2.296,-0.08964
2.3,-0.06534
2.304,-0.07857
2.308,-0.03779
2.312,-0.05545
2.316,-0.05715
2.32,-0.03251
2.324,-0.03138
2.328,-0.05307
2.332,-0.04763
2.336,-0.05637
2.34,-0.0296
2.344,-0.02539
2.348,-0.03739
2.352,-0.01009
2.356,-0.009
2.36,-0.0131
2.364,0.00729
2.368,-0.009
2.372,0.02201
2.376,0.04456
2.38,0.05976
2.384,0.10458
2.388,0.10518
2.392,0.12821
2.396,0.13051
2.4,0.1664
2.404,0.18022
2.408,0.23676
2.412,0.21974
2.416,0.23881
2.42,0.26057
2.424,0.25801
2.428,0.23269
2.432,0.25216
2.436,0.2435
2.44,0.21931
2.444,0.21021
2.448,0.18639
2.452,0.14713
2.456,0.13455
2.46,0.11882
2.464,0.08919
2.468,0.08135
2.472,0.06702
2.476,0.04019
2.48,0.01635
2.484,0.02317
2.488,-0.00348
2.492,-0.01087
2.496,-0.03245
2.5,-0.03248
2.504,-0.02309
2.508,-0.03016
2.512,-0.04439
2.516,-0.04432
2.52,-0.0437
2.524,-0.05859
2.528,-0.05036
2.532,-0.05485
2.536,-0.06573
2.54,-0.04753
2.544,-0.05123
2.548,-0.06716
2.552,-0.05918
2.556,-0.05069
2.56,-0.08433
2.564,-0.0474
2.568,-0.04637
2.572,-0.04174
2.576,-0.05663
2.58,-0.0665
2.584,-0.04183
2.588,-0.06581
2.592,-0.04276
2.596,-0.05729
2.6,-0.06126
2.604,-0.04551
2.608,-0.0355
2.612,-0.05077
2.616,-0.05176
2.62,-0.06899
2.624,-0.03867
2.628,-0.04768
2.632,-0.05172
2.636,-0.03267
2.64,-0.06708
2.644,-0.05422
2.648,-0.04801
2.652,-0.05151
2.656,-0.07709
2.66,-0.04355
2.664,-0.048
2.668,-0.03538
2.672,-0.02292
2.676,-0.04953
2.68,-0.04254
2.684,-0.04399
2.688,-0.04486
2.692,-0.04842
2.696,-0.04199
2.7,-0.03295
2.704,-0.05654
2.708,-0.02339
2.712,-0.03999
2.716,-0.04228
2.72,-0.07275
2.724,-0.04574
2.728,-0.05716
2.732,-0.0384
2.736,-0.03367
2.74,-0.03117
2.744,-0.0468
2.748,-0.04553
2.752,-0.03922
2.756,-0.06947
2.76,-0.04932
2.764,-0.05045
2.768,-0.0375
2.772,-0.04906
2.776,-0.03446
2.78,-0.04551
2.784,-0.03274
2.788,-0.01619
2.792,-0.02392
2.796,-0.03104
2.8,-0.02846
2.804,-0.04637
2.808,-0.05099
2.812,-0.05162
2.816,-0.0388
2.82,-0.02306
2.824,-0.04894
2.828,-0.0338
2.832,-0.0533
2.836,-0.05139
2.84,-0.02435
2.844,-0.03994
2.848,-0.03639
2.852,0.00091
2.856,-0.0158
2.86,-0.00986
2.864,-0.00382
2.868,0.01281
2.872,0.00835
2.876,0.02609
2.88,0.04589
2.884,0.03471
2.888,0.01349
2.892,0.0351
2.896,0.05049
2.9,0.05061
2.904,0.0354
2.908,0.0406
2.912,0.00264
2.916,0.02194
2.92,0.00099
2.924,-0.00074
2.928,-0.04944
2.932,-0.00949
2.936,-0.02135
2.94,-0.00415
2.944,-0.02682
2.948,-0.04209
2.952,-0.04085
2.956,-0.02675
2.96,-0.02807
2.964,-0.03935
2.968,-0.04441
2.972,-0.0132
2.976,-0.03401
2.98,-0.03169
2.984,-0.03699
2.988,-0.01351
2.992,-0.01661
2.996,-0.04197
3.0,-0.03045
3.004,-0.0409
3.008,-0.00969
3.012,-0.03354
3.016,-0.05802
3.02,-0.08418
3.024,-0.09912
3.028,-0.11027
3.032,-0.03072
3.036,0.0995
3.04,0.38332
3.044,0.78627
3.048,1.0697
3.052,1.15377
3.056,0.91537
3.06,0.49126
3.064,0.12389
3.068,-0.11751
3.072,-0.23643
3.076,-0.24966
3.08,-0.2246
3.084,-0.16024
3.088,-0.09165
3.092,-0.04718
3.096,-0.04881
3.1,-0.03041
3.104,-0.02416
3.108,-0.03677
3.112,-0.00823
3.116,-0.01179
3.12,-0.01126
3.124,-0.01752
3.128,-0.00404
3.132,-0.0007
3.136,0.00454
3.14,-0.0077
3.144,0.00329
3.148,0.00042
3.152,0.00866
3.156,0.03344
3.16,0.03329
3.164,0.04379
3.168,0.06793
3.172,0.0858
3.176,0.08784
3.18,0.10988
3.184,0.14828
3.188,0.16893
3.192,0.18316
3.196,0.22253
3.2,0.22815
3.204,0.22517
3.208,0.25491
3.212,0.25928
3.216,0.29911
3.22,0.29531
3.224,0.2899
3.228,0.25528
3.232,0.25564
3.236,0.25794
3.24,0.22151
3.244,0.23475
3.248,0.20103
3.252,0.17842
3.256,0.15705
3.26,0.12458
3.264,0.10271
3.268,0.0732
3.272,0.07886
3.276,0.06806
3.28,0.04702
3.284,0.03522
3.288,0.01801
3.292,0.02475
3.296,-0.01366
3.3,-0.00212
3.304,-0.00026
3.308,-0.00103
3.312,0.00588
3.316,-0.00028
3.32,0.00312
3.324,0.01576
3.328,0.01709
3.332,0.00838
3.336,0.01571
3.34,0.02168
3.344,0.00564
3.348,-0.01528
3.352,0.01389
3.356,-0.00976
3.36,0.02488
3.364,0.0236
3.368,-0.00295
3.372,-0.00955
3.376,-0.00424
3.38,0.00361
3.384,0.02014
3.388,-0.00968
3.392,0.0161
3.396,-0.01894
3.4,0.02083
3.404,0.0059
3.408,0.00941
3.412,0.00611
3.416,0.01899
3.42,0.01259
3.424,0.02876
3.428,-0.01244
3.432,-0.00162
3.436,-0.00654
3.44,0.0186
3.444,-0.0099
3.448,0.0399
3.452,0.01219
3.456,0.02612
3.46,0.00023
3.464,0.01455
3.468,0.02005
3.472,0.00444
3.476,0.01055
3.48,0.03234
3.484,0.02921
3.488,0.02132
3.492,0.03839
3.496,-0.00826
3.5,0.01895
3.504,0.01123
3.508,0.03325
3.512,0.02984
3.516,0.03091
3.52,0.01007
3.524,0.02432
3.528,0.0309
3.532,0.03386
3.536,0.00752
3.54,0.01079
3.544,0.02228
3.548,0.03642
3.552,0.02747
3.556,0.03688
3.56,-0.00271
3.564,0.0178
3.568,0.02739
3.572,0.02498
3.576,-0.00061
3.58,0.03563
3.584,0.0269
3.588,0.01749
3.592,0.0378
3.596,0.00301
3.6,0.01795
3.604,0.03503
3.608,0.02926
3.612,0.02238
3.616,0.02355
3.62,0.02292
3.624,0.03645
3.628,0.02271
3.632,0.03482
3.636,0.00196
3.64,0.04207
3.644,0.05693
3.648,0.03394
3.652,0.02722
3.656,0.02215
3.66,0.03729
3.664,0.02141
3.668,0.01972
3.672,0.00435
3.676,0.0332
3.68,0.02727
3.684,0.02851
3.688,0.03209
3.692,0.02467
3.696,0.03687
3.7,0.02367
3.704,0.03798
3.708,0.03963
3.712,0.02721
3.716,0.03903
3.72,0.05347
3.724,0.06187
3.728,0.0805
3.732,0.0816
3.736,0.09465
3.74,0.09825
3.744,0.07841
3.748,0.11225
3.752,0.10538
3.756,0.11269
3.76,0.10204
3.764,0.11355
3.768,0.09794
3.772,0.0988
3.776,0.09114
3.78,0.06665
3.784,0.07561
3.788,0.06194
3.792,0.04101
3.796,0.04799
3.8,0.04726
3.804,0.05905
3.808,0.03805
3.812,0.06009
3.816,0.04991
3.82,0.01503
3.824,0.02789
3.828,0.04741
3.832,0.02303
3.836,0.04637
3.84,0.05744
3.844,0.03783
3.848,0.05815
3.852,0.05735
3.856,0.04098
3.86,0.0414
3.864,0.0438
3.868,0.04555
3.872,0.01643
3.876,0.02061
3.88,-0.02071
3.884,-0.03229
3.888,-0.04339
3.892,-0.02768
3.896,0.10259
3.9,0.36065
3.904,0.7476
3.908,1.05162
3.912,1.22172
3.916,1.06261
3.92,0.7023
3.924,0.31882
3.928,0.01708
3.932,-0.13598
3.936,-0.18032
3.94,-0.15678
3.944,-0.13554
3.948,-0.04688
3.952,-0.00691
3.956,0.02742
3.96,0.04736
3.964,0.0487
3.968,0.05448
3.972,0.0332
3.976,0.05335
3.98,0.04743
3.984,0.04871
3.988,0.06671
3.992,0.04706
3.996,0.04736
4.0,0.0428
4.004,0.05919
4.008,0.08092
4.012,0.05479
4.016,0.08615
4.02,0.06288
4.024,0.09708
4.028,0.12476
4.032,0.12927
4.036,0.13953
4.04,0.16954
4.044,0.20727
4.048,0.23572
4.052,0.25876
4.056,0.27128
4.06,0.28879
4.064,0.31577
4.068,0.30686
4.072,0.32251
4.076,0.35906
4.08,0.35885
4.084,0.35946
4.088,0.34734
4.092,0.32606
4.096,0.31022
4.1,0.31818
4.104,0.30088
4.108,0.25339
4.112,0.23571
4.116,0.22068
4.12,0.21002
4.124,0.17395
4.128,0.1477
4.132,0.15144
4.136,0.13036
4.14,0.10055
4.144,0.08872
4.148,0.09968
4.152,0.06254
4.156,0.06758
4.16,0.07109
4.164,0.06347
4.168,0.06944
4.172,0.03535
4.176,0.05432
4.18,0.05643
4.184,0.05589
4.188,0.05816
4.192,0.03678
4.196,0.06781
4.2,0.05569
4.204,0.05682
4.208,0.04306
4.212,0.05207
4.216,0.0658
4.22,0.04959
4.224,0.05207
4.228,0.05348
4.232,0.03003
4.236,0.04751
4.24,0.05784
4.244,0.04361
4.248,0.04891
4.252,0.04896
4.256,0.03033
4.26,0.05888
4.264,0.03291
4.268,0.05416
4.272,0.04741
4.276,0.04485
4.28,0.04966
4.284,0.05783
4.288,0.05846
4.292,0.04345
4.296,0.04655
4.3,0.03812
4.304,0.0308
4.308,0.05965
4.312,0.03497
4.316,0.03921
4.32,0.05248
4.324,0.03164
4.328,0.05347
4.332,0.03747
4.336,0.03384
4.34,0.04039
4.344,0.03702
4.348,0.04994
4.352,0.064
4.356,0.05494
4.36,0.0523
4.364,0.0392
4.368,0.04355
4.372,0.04741
4.376,0.04525
4.38,0.04751
4.384,0.0312
4.388,0.06658
4.392,0.02911
4.396,0.04318
4.4,0.05468
4.404,0.03563
4.408,0.057
4.412,0.02728
4.416,0.03511
4.42,0.01563
4.424,0.05605
4.428,0.02913
4.432,0.03495
4.436,0.05224
4.44,0.04697
4.444,0.05541
4.448,0.0502
4.452,0.05292
4.456,0.03626
4.46,0.04079
4.464,0.05048
4.468,0.05044
4.472,0.05255
4.476,0.0318
4.48,0.02763
4.484,0.02551
4.488,0.03467
4.492,0.03892
4.496,0.0256
4.5,0.03749
4.504,0.04706
4.508,0.05113
4.512,0.03201
4.516,0.04567
4.52,0.02338
4.524,0.03066
4.528,0.03984
4.532,0.03094
4.536,0.0297
4.54,0.04295
4.544,0.02899
4.548,0.04401
4.552,0.04401
4.556,0.05498
4.56,0.06264
4.564,0.06105
4.568,0.06047
4.572,0.08642
4.576,0.08512
4.58,0.08068
4.584,0.10122
4.588,0.09849
4.592,0.08039
4.596,0.10173
4.6,0.10866
4.604,0.10508
4.608,0.08711
4.612,0.09443
4.616,0.09546
4.62,0.06769
4.624,0.07541
4.628,0.03943
4.632,0.0621
4.636,0.0426
4.64,0.02785
4.644,0.05289
4.648,0.04183
4.652,0.04516
4.656,0.03568
4.66,0.03481
4.664,0.02509
4.668,0.03404
4.672,0.02743
4.676,0.02033
4.68,0.02533
4.684,0.01196
4.688,0.02659
4.692,0.03184
4.696,0.02774
4.7,0.03272
4.704,0.02186
4.708,0.02549
4.712,0.02434
4.716,0.04379
4.72,-0.00354
4.724,0.01797
4.728,-0.04199
4.732,-0.06156
4.736,-0.04952
4.74,0.02524
4.744,0.1973
4.748,0.50653
4.752,0.89294
4.756,1.18305
4.76,1.16861
4.764,0.90009
4.768,0.48434
4.772,0.14479
4.776,-0.10304
4.78,-0.19339
4.784,-0.22039
4.788,-0.19856
4.792,-0.08161
4.796,-0.04296
4.8,-0.00778
4.804,-0.00895
4.808,-0.00767
4.812,0.01249
4.816,0.01783
4.82,0.02533
4.824,0.01712
4.828,0.03258
4.832,0.02217
4.836,0.0228
4.84,0.03454
4.844,0.01511
4.848,0.03077
4.852,0.02383
4.856,0.02791
4.86,0.06088
4.864,0.06459
4.868,0.06857
4.872,0.09034
4.876,0.09394
4.88,0.12228
4.884,0.11482
4.888,0.14342
4.892,0.17123
4.896,0.17697
4.9,0.20323
4.904,0.21809
4.908,0.26099
4.912,0.26531
4.916,0.28883
4.92,0.303
4.924,0.30184
4.928,0.30638
4.932,0.30547
4.936,0.30202
4.94,0.30175
4.944,0.25789
4.948,0.25388
4.952,0.21811
4.956,0.22732
4.96,0.16555
4.964,0.16615
4.968,0.13681
4.972,0.11365
4.976,0.10918
4.98,0.08917
4.984,0.05577
4.988,0.05884
4.992,0.04507
4.996,0.02308
5.0,0.00662
5.004,0.02671
5.008,0.02038
5.012,0.0142
5.016,-0.00135
5.02,0.01674
5.024,0.04119
5.028,0.00092
5.032,0.00414
5.036,-0.01273
5.04,-0.01337
5.044,0.01634
5.048,0.02191
5.052,-0.00843
5.056,-0.01372
5.06,-0.01731
5.064,-0.01403
5.068,-0.00658
5.072,-0.0224
5.076,-0.01642
5.08,0.00285
5.084,-0.01078
5.088,-0.01848
5.092,-0.02354
5.096,0.00275
5.1,-0.02281
5.104,-0.01243
5.108,0.0008
5.112,-0.00506
5.116,-0.00838
5.12,-0.00864
5.124,-0.02388
5.128,-0.02153
5.132,-0.01885
5.136,-0.04789
5.14,-0.01901
5.144,-0.0156
5.148,-0.01576
5.152,-0.0166
5.156,-0.01306
5.16,-0.01263
5.164,0.00329
5.168,-0.0147
5.172,-0.00672
5.176,-0.02433
5.18,-0.01369
5.184,-0.01446
5.188,-0.02098
5.192,-0.039
5.196,-0.035
5.2,-0.01392
5.204,-0.02024
5.208,-0.0229
5.212,-0.0284
5.216,-0.01956
5.22,-0.01413
5.224,0.00094
5.228,-0.02176
5.232,-0.02401
5.236,-0.01898
5.24,-0.00862
5.244,0.00472
5.248,-0.01649
5.252,-0.0407
5.256,-0.02351
5.26,-0.03771
5.264,-0.03597
5.268,-0.00311
5.272,-0.02923
5.276,-0.03393
5.28,-0.00928
5.284,-0.02506
5.288,-0.03985
5.292,-0.02588
5.296,-0.04361
5.3,-0.03749
5.304,-0.02527
5.308,-0.05832
5.312,-0.01955
5.316,-0.02536
5.32,-0.01863
5.324,-0.03368
5.328,-0.02424
5.332,-0.0414
5.336,-0.04092
5.34,-0.0289
5.344,-0.03006
5.348,-0.03072
5.352,-0.01458
5.356,-0.0341
5.36,-0.02534
5.364,-0.02626
5.368,-0.02779
5.372,-0.02356
5.376,-0.0474
5.38,-0.03059
5.384,-0.00704
5.388,-0.01895
5.392,-0.00107
5.396,0.00332
5.4,-0.03085
5.404,-0.00161
5.408,0.01456
5.412,0.02216
5.416,0.03143
5.42,0.03622
5.424,0.03387
5.428,0.03529
5.432,0.01692
5.436,0.05832
5.44,0.0446
5.444,0.03004
5.448,0.00956
5.452,-0.00934
5.456,0.02236
5.46,-0.02572
5.464,-0.0037
5.468,-0.02243
5.472,-0.04122
5.476,-0.04323
5.48,-0.04081
5.484,-0.04493
5.488,-0.05559
5.492,-0.03437
5.496,-0.05109
5.5,-0.03136
5.504,-0.04301
5.508,-0.03945
5.512,-0.04002
5.516,-0.0463
5.52,-0.04304
5.524,-0.04001
5.528,-0.01458
5.532,-0.05797
5.536,-0.05138
5.54,-0.04874
5.544,-0.06283
5.548,-0.07335
5.552,-0.09536
5.556,-0.10514
5.56,-0.13307
5.564,-0.11361
5.568,-0.05
5.572,0.15197
5.576,0.49407
5.58,0.8631
5.584,1.08522
5.588,1.08657
5.592,0.77063
5.596,0.35484
5.6,0.03102
5.604,-0.17557
5.608,-0.30013
5.612,-0.25988
5.616,-0.23125
5.62,-0.17273
5.624,-0.11951
5.628,-0.06727
5.632,-0.04581
5.636,-0.04818
5.64,-0.03956
5.644,-0.02226
5.648,-0.04756
5.652,-0.05904
5.656,-0.03997
5.66,-0.03686
5.664,-0.0458
5.668,-0.04427
5.672,-0.0136
5.676,-0.03886
5.68,-0.04183
5.684,-0.05735
5.688,-0.0079
5.692,0.00674
5.696,-0.01143
5.7,0.02272
5.704,0.02691
5.708,0.04904
5.712,0.06036
5.716,0.08805
5.72,0.12049
5.724,0.1266
5.728,0.14713
5.732,0.16494
5.736,0.2107
5.74,0.20505
5.744,0.23719
5.748,0.22578
5.752,0.22184
5.756,0.24277
5.76,0.24975
5.764,0.25283
5.768,0.23806
5.772,0.21734
5.776,0.16554
5.78,0.18072
5.784,0.13532
5.788,0.122
5.792,0.1291
5.796,0.09774
5.8,0.05208
5.804,0.04173
5.808,0.03808
5.812,0.01173
5.816,-0.00218
5.82,-0.02409
5.824,-0.01339
5.828,-0.01925
5.832,-0.04275
5.836,-0.06212
5.84,-0.01978
5.844,-0.05249
5.848,-0.04109
5.852,-0.05775
5.856,-0.05746
5.86,-0.03781
5.864,-0.05353
5.868,-0.04082
5.872,-0.04074
5.876,-0.05651
5.88,-0.04691
5.884,-0.04118
5.888,-0.03557
5.892,-0.05361
5.896,-0.05025
5.9,-0.06156
5.904,-0.04091
5.908,-0.04899
5.912,-0.06609
5.916,-0.05425
5.92,-0.05137
5.924,-0.05698
5.928,-0.05846
5.932,-0.06933
5.936,-0.04852
5.94,-0.05469
5.944,-0.03857
5.948,-0.05068
5.952,-0.03933
5.956,-0.06353
5.96,-0.04465
5.964,-0.04037
5.968,-0.04008
5.972,-0.05215
5.976,-0.05933
