time_s,ecg_mv
0.632,-0.11595
0.636,-0.03994
0.64,-0.00125
0.644,0.02485
0.648,0.02924
0.652,0.03889
0.656,0.06355
0.66,0.05901
0.664,0.07122
0.668,0.05249
0.672,0.04989
0.676,0.06282
0.68,0.04525
0.684,0.05533
0.688,0.08509
0.692,0.05172
0.696,0.04794
0.7,0.08346
0.704,0.07887
0.708,0.09655
0.712,0.09258
0.716,0.10886
0.72,0.13423
0.724,0.16916
0.728,0.14362
0.732,0.18457
0.736,0.19983
0.74,0.26449
0.744,0.25405
0.748,0.29372
0.752,0.29634
0.756,0.31677
0.76,0.34664
0.764,0.33537
0.768,0.32872
0.772,0.32269
0.776,0.35427
0.78,0.33406
0.784,0.32728
0.788,0.3248
0.792,0.28237
0.796,0.2715
0.8,0.25495
0.804,0.24711
0.808,0.20296
0.812,0.16676
0.816,0.16752
0.82,0.13333
0.824,0.09807
0.828,0.1088
0.832,0.0952
0.836,0.09779
0.84,0.06617
0.844,0.07643
0.848,0.07456
0.852,0.05919
0.856,0.04209
0.86,0.07568
0.864,0.02437
0.868,0.035
0.872,0.03997
0.876,0.07399
0.88,0.04205
0.884,0.03324
0.888,0.0542
0.892,0.05205
0.896,0.0337
0.9,0.06603
0.904,0.06961
0.908,0.04367
0.912,0.04382
0.916,0.05178
0.92,0.06014
0.924,0.05523
0.928,0.05509
0.932,0.02131
0.936,0.05982
0.94,0.06788
0.944,0.04201
0.948,0.05118
0.952,0.04348
0.956,0.03811
0.96,0.05195
0.964,0.05033
0.968,0.066
0.972,0.04181
0.976,0.05592
0.98,0.05309
0.984,0.06579
0.988,0.05128
0.992,0.05302
0.996,0.03268
1.0,0.04321
1.004,0.06207
1.008,0.03976
1.012,0.04179
1.016,0.06756
1.02,0.05148
1.024,0.06751
1.028,0.05741
1.032,0.06799
1.036,0.0243
1.04,0.033
1.044,0.04374
1.048,0.04865
1.052,0.04715
1.056,0.06128
1.06,0.04339
1.064,0.04157
1.068,0.04133
1.072,0.02152
1.076,0.04381
1.08,0.03678
1.084,0.04248
1.088,0.03911
1.092,0.04066
1.096,0.05725
1.1,0.04768
1.104,0.02528
1.108,0.04765
1.112,0.03926
1.116,0.02722
1.12,0.04748
1.124,0.04312
1.128,0.05141
1.132,0.04313
1.136,0.05994
1.14,0.04524
1.144,0.0504
1.148,0.02903
1.152,0.03748
1.156,0.03432
1.16,0.0409
1.164,0.04878
1.168,0.0407
1.172,0.03074
1.176,0.03601
1.18,0.05446
1.184,0.01774
1.188,0.05455
1.192,0.03831
1.196,0.03177
1.2,0.05587
1.204,0.07051
1.208,0.02951
1.212,0.022
1.216,0.0126
1.22,0.05019
1.224,0.0468
1.228,0.02058
1.232,0.04741
1.236,0.0519
1.24,0.02277
1.244,0.06699
1.248,0.04854
1.252,0.04396
1.256,0.04201
1.26,0.03567
1.264,0.03083
1.268,0.02975
1.272,0.01842
1.276,0.03335
1.28,0.01527
1.284,0.03874
1.288,0.03918
1.292,0.0152
1.296,0.03696
1.3,0.03461
1.304,0.02248
1.308,0.0442
1.312,0.05168
1.316,0.03215
1.32,0.04565
1.324,0.01762
1.328,0.01898
1.332,0.02563
1.336,0.0258
1.34,0.03663
1.344,0.03339
1.348,0.03784
1.352,0.04438
1.356,0.02766
1.36,0.04614
1.364,0.04735
1.368,0.06882
1.372,0.05783
1.376,0.05067
1.38,0.08426
1.384,0.05489
1.388,0.09845
1.392,0.11225
1.396,0.08006
1.4,0.09253
1.404,0.11639
1.408,0.0955
1.412,0.09819
1.416,0.08738
1.42,0.08644
1.424,0.06957
1.428,0.06171
1.432,0.04671
1.436,0.05996
1.44,0.04066
1.444,0.02951
1.448,0.00728
1.452,0.02939
1.456,0.03781
1.46,0.01233
1.464,0.01413
1.468,0.01288
1.472,0.00535
1.476,0.02338
1.48,0.01011
1.484,0.02074
1.488,0.0175
1.492,0.02496
1.496,0.02831
1.5,0.01644
1.504,0.01496
1.508,0.02394
1.512,0.04081
1.516,0.01332
1.52,0.01573
1.524,0.02259
1.528,-0.00404
1.532,-0.03327
1.536,-0.06622
1.54,-0.05542
1.544,0.00933
1.548,0.18238
1.552,0.50829
1.556,0.8656
1.56,1.1665
1.564,1.15515
1.568,0.88563
1.572,0.48454
1.576,0.11362
1.58,-0.10583
1.584,-0.20338
1.588,-0.21117
1.592,-0.20363
1.596,-0.13015
1.6,-0.06549
1.604,-0.03443
1.608,0.01313
1.612,0.00789
1.616,0.00539
1.62,-0.00281
1.624,0.01719
1.628,0.00935
1.632,-0.00298
1.636,0.01325
1.64,0.00697
1.644,0.01011
1.648,0.01098
1.652,0.019
1.656,0.01931
1.66,0.03031
1.664,0.02917
1.668,0.01053
1.672,0.05824
1.676,0.07371
1.68,0.06775
1.684,0.09409
1.688,0.10521
1.692,0.11389
1.696,0.14169
1.7,0.15398
1.704,0.18987
1.708,0.22785
1.712,0.25254
1.716,0.23315
1.72,0.28456
1.724,0.30486
1.728,0.2868
1.732,0.29781
1.736,0.26261
1.74,0.30009
1.744,0.26606
1.748,0.24195
1.752,0.25318
1.756,0.22422
1.76,0.20496
1.764,0.18496
1.768,0.16175
1.772,0.14286
1.776,0.10865
1.78,0.09609
1.784,0.0834
1.788,0.0494
1.792,0.04019
1.796,0.05103
1.8,0.03125
1.804,-0.00275
1.808,-0.0133
1.812,-0.00441
1.816,-0.00251
1.82,-0.01006
1.824,-0.0023
1.828,0.00507
1.832,-0.00463
1.836,-0.01946
1.84,-0.0219
1.844,-0.02683
1.848,-0.02252
1.852,-0.02731
1.856,-0.01596
1.86,-0.0199
1.864,-0.01435
1.868,-0.02192
1.872,0.00169
1.876,-0.03027
1.88,-0.04111
1.884,-0.0096
1.888,-0.01655
1.892,-0.03243
1.896,-0.04012
1.9,-0.00921
1.904,-0.00861
1.908,-0.01366
1.912,-0.02483
1.916,-0.0326
1.92,-0.03524
1.924,-0.0325
1.928,-0.02832
1.932,-0.0319
1.936,0.00095
1.94,-0.01843
1.944,-0.03003
1.948,-0.03899
1.952,-0.03314
1.956,-0.02387
1.96,-0.015
1.964,-0.03467
1.968,-0.02351
1.972,-0.02512
1.976,-0.02366
1.98,-0.01393
1.984,-0.02854
1.988,-0.03576
1.992,-0.02312
1.996,-0.03009
2.0,-0.01754
2.004,-0.03903
2.008,-0.03086
2.012,-0.0323
2.016,-0.03212
2.02,-0.0385
2.024,-0.03201
2.028,-0.0258
2.032,-0.03688
2.036,-0.0447
2.04,-0.03442
2.044,-0.01253
2.048,-0.02849
2.052,-0.05346
2.056,-0.04377
2.06,-0.03696
2.064,-0.04973
2.068,-0.04027
2.072,-0.04523
2.076,-0.0366
2.08,-0.03616
2.084,-0.02782
2.088,-0.02979
2.092,-0.00901
2.096,-0.02793
2.1,-0.04196
2.104,-0.03154
2.108,-0.05916
2.112,-0.0372
2.116,-0.03907
2.12,-0.03234
2.124,-0.03257
2.128,-0.05429
2.132,-0.03563
2.136,-0.05587
2.14,-0.04156
2.144,-0.0435
2.148,-0.04621
2.152,-0.06077
2.156,-0.04432
2.16,-0.01832
2.164,-0.03709
2.168,-0.02406
2.172,-0.03335
2.176,-0.05009
2.18,-0.05579
2.184,-0.0518
2.188,-0.04245
2.192,-0.0548
2.196,-0.0587
2.2,-0.07401
2.204,-0.05037
2.208,-0.04491
2.212,-0.02894
2.216,-0.06291
2.22,-0.03799
2.224,-0.03311
2.228,-0.06444
2.232,-0.02177
2.236,-0.05796
2.24,-0.05293
2.244,-0.02511
2.248,-0.02338
2.252,-0.05055
2.256,-0.0381
2.26,-0.05551
2.264,-0.03924
2.268,-0.05042
2.272,-0.05543
2.276,-0.04903
2.28,-0.04725
2.284,-0.06203
2.288,-0.0469
2.292,-0.05081
2.296,-0.0524
2.3,-0.03728
2.304,-0.03566
2.308,-0.03761
2.312,-0.03366
2.316,-0.03121
2.32,-0.03724
2.324,-0.03544
2.328,-0.02887
2.332,-0.04103
2.336,-0.04704
2.34,-0.02204
2.344,-0.03831
2.348,-0.02927
2.352,-0.01219
2.356,0.00666
2.36,-0.01112
2.364,0.03317
2.368,0.01868
2.372,0.04012
2.376,0.0381
2.38,0.04147
2.384,0.03709
2.388,0.03417
2.392,0.02492
2.396,0.01795
2.4,-0.00231
2.404,-0.0056
2.408,-0.02783
2.412,-0.03006
2.416,-0.0249
2.42,-0.04778
2.424,-0.04332
2.428,-0.04221
2.432,-0.06209
2.436,-0.06016
2.44,-0.05336
2.444,-0.04584
2.448,-0.05806
2.452,-0.06506
2.456,-0.04241
2.46,-0.02373
2.464,-0.05253
2.468,-0.05246
2.472,-0.0617
2.476,-0.05248
2.48,-0.0598
2.484,-0.04649
2.488,-0.03997
2.492,-0.05826
2.496,-0.05193
2.5,-0.05507
2.504,-0.06766
2.508,-0.08551
2.512,-0.12622
2.516,-0.14176
2.52,-0.08361
2.524,0.04837
2.528,0.34676
2.532,0.70612
2.536,1.02064
2.54,1.11347
2.544,0.91221
2.548,0.54265
2.552,0.16029
2.556,-0.1191
2.56,-0.25868
2.564,-0.27319
2.568,-0.25246
2.572,-0.17515
2.576,-0.13901
2.58,-0.10146
2.584,-0.06736
2.588,-0.07288
2.592,-0.07203
2.596,-0.05823
2.6,-0.05336
2.604,-0.04311
2.608,-0.05765
2.612,-0.03991
2.616,-0.02165
2.62,-0.03723
2.624,-0.06932
2.628,-0.03054
2.632,-0.0139
2.636,-0.03297
2.64,-0.01263
2.644,0.0262
2.648,-0.01362
2.652,0.01573
2.656,0.04875
2.66,0.00835
2.664,0.06294
2.668,0.07556
2.672,0.10527
2.676,0.12378
2.68,0.13204
2.684,0.16973
2.688,0.19221
2.692,0.23988
2.696,0.23363
2.7,0.23137
2.704,0.22898
2.708,0.2622
2.712,0.24603
2.716,0.2409
2.72,0.25663
2.724,0.23235
2.728,0.22492
2.732,0.20408
2.736,0.1811
2.74,0.14133
2.744,0.13574
2.748,0.10699
2.752,0.09355
2.756,0.05322
2.76,0.03372
2.764,0.02072
2.768,-0.00251
2.772,0.00422
2.776,-0.00991
2.78,-0.02546
2.784,-0.02325
2.788,-0.01099
2.792,-0.0401
2.796,-0.02609
2.8,-0.05222
2.804,-0.07138
2.808,-0.03245
2.812,-0.01651
2.816,-0.0237
2.82,-0.04184
2.824,-0.04075
2.828,-0.03225
2.832,-0.02957
2.836,-0.0343
2.84,-0.04288
2.844,-0.04166
2.848,-0.05089
2.852,-0.04442
2.856,-0.03224
2.86,-0.04241
2.864,-0.03342
2.868,-0.03098
2.872,-0.04593
2.876,-0.03186
2.88,-0.04887
2.884,-0.0443
2.888,-0.04183
2.892,-0.04412
2.896,-0.04507
2.9,-0.01878
2.904,-0.02602
2.908,-0.04466
2.912,-0.03595
2.916,-0.0361
2.92,-0.04606
2.924,-0.04645
2.928,-0.03969
2.932,-0.04958
2.936,-0.0526
2.94,-0.0266
2.944,-0.06768
2.948,-0.01768
2.952,-0.03905
2.956,-0.03913
2.96,-0.06193
2.964,-0.01907
2.968,-0.03454
2.972,-0.04099
2.976,-0.01901
2.98,-0.04124
2.984,-0.03339
2.988,-0.0308
2.992,-0.01668
2.996,-0.01899
3.0,-0.01769
3.004,-0.056
3.008,-0.0258
3.012,-0.04695
3.016,-0.02732
3.02,-0.04162
3.024,-0.02414
3.028,-0.04312
3.032,-0.02024
3.036,-0.02176
3.04,-0.01205
3.044,-0.02366
3.048,-0.05168
3.052,-0.03163
3.056,-0.01983
3.06,-0.02643
3.064,-0.02429
3.068,-0.015
3.072,-0.01044
3.076,-0.01342
3.08,-0.03329
3.084,-0.0316
3.088,-0.01735
3.092,-0.02931
3.096,-0.02757
3.1,-0.023
3.104,-0.04135
3.108,-0.03947
3.112,-0.03388
3.116,-0.01888
3.12,-0.03681
3.124,-0.00947
3.128,-0.0015
3.132,0.0007
3.136,-0.0201
3.14,-0.02392
3.144,0.01082
3.148,-0.01272
3.152,0.00657
3.156,-0.00677
3.16,-0.01466
3.164,-0.03911
3.168,-0.02283
3.172,0.0053
3.176,-0.02209
3.18,-0.01448
3.184,-0.01071
3.188,0.00827
3.192,-0.00924
3.196,-0.00023
3.2,-0.01186
3.204,-0.00083
3.208,-0.01551
3.212,-0.0244
3.216,-0.01857
3.22,-0.00875
3.224,-0.00193
3.228,-0.02399
3.232,-0.0007
3.236,-0.00325
3.24,0.01106
3.244,0.02225
3.248,-0.00818
3.252,0.00516
3.256,0.0034
3.26,-0.00807
3.264,-0.00968
3.268,0.01119
3.272,-0.02016
3.276,-0.00908
3.28,-0.01641
3.284,-0.01753
3.288,0.00842
3.292,0.01105
3.296,-0.00711
3.3,-0.01148
3.304,-0.00926
3.308,0.01053
3.312,0.00256
3.316,0.00456
3.32,0.00697
3.324,0.01959
3.328,0.00093
3.332,0.02254
3.336,-0.00306
3.34,0.00325
3.344,0.0078
3.348,0.00546
3.352,0.02229
3.356,0.01327
3.36,0.02356
3.364,0.04812
3.368,0.05326
3.372,0.04797
3.376,0.05853
3.38,0.07163
3.384,0.08523
3.388,0.09462
3.392,0.0796
3.396,0.10681
3.4,0.06125
3.404,0.07874
3.408,0.03955
3.412,0.07802
3.416,0.05014
3.42,0.02
3.424,0.00878
3.428,0.01332
3.432,0.01944
3.436,0.01766
3.44,0.0139
3.444,0.01433
3.448,-0.00055
3.452,0.01011
3.456,-0.00654
3.46,0.01469
3.464,0.02526
3.468,0.00026
3.472,0.00997
3.476,0.00136
3.48,0.00646
3.484,0.00689
3.488,0.01544
3.492,0.01596
3.496,0.01284
3.5,0.01835
3.504,0.02241
3.508,0.03509
3.512,0.01237
3.516,-0.02481
3.52,-0.05496
3.524,-0.05765
3.528,-0.03032
3.532,-0.0235
3.536,0.14871
3.54,0.41306
3.544,0.77199
3.548,1.09093
3.552,1.17967
3.556,0.97381
3.56,0.57637
3.564,0.21231
3.568,-0.04888
3.572,-0.17574
3.576,-0.21505
3.58,-0.19471
3.584,-0.11464
3.588,-0.07085
3.592,-0.01882
3.596,0.01611
3.6,0.02961
3.604,0.0133
3.608,0.04427
3.612,0.02213
3.616,0.04059
3.62,0.03526
3.624,0.01017
3.628,0.01945
3.632,0.02504
3.636,0.04601
3.64,0.05557
3.644,0.04533
3.648,0.03605
3.652,0.03424
3.656,0.06727
3.66,0.06492
3.664,0.08723
3.668,0.11441
3.672,0.11416
3.676,0.14803
3.68,0.15815
3.684,0.1837
3.688,0.21144
3.692,0.23359
3.696,0.23294
3.7,0.26764
3.704,0.31468
3.708,0.31188
3.712,0.31314
3.716,0.34217
3.72,0.33896
3.724,0.32292
3.728,0.30346
3.732,0.30122
3.736,0.30141
3.74,0.28594
3.744,0.27317
3.748,0.23318
3.752,0.24718
3.756,0.21365
3.76,0.16611
3.764,0.1548
3.768,0.14053
3.772,0.1151
3.776,0.09321
3.78,0.09439
3.784,0.08183
3.788,0.06459
3.792,0.03335
3.796,0.04115
3.8,0.04405
3.804,0.03956
3.808,0.0514
3.812,0.05994
3.816,0.05498
3.82,0.04735
3.824,0.06745
3.828,0.04955
3.832,0.03755
3.836,0.04069
3.84,0.02941
3.844,0.05326
3.848,0.03076
3.852,0.04612
3.856,0.01993
3.86,0.05722
3.864,0.04195
3.868,0.06907
3.872,0.04249
3.876,0.03274
3.88,0.02627
3.884,0.04253
3.888,0.05002
3.892,0.03577
3.896,0.03156
3.9,0.05732
3.904,0.04732
3.908,0.04666
3.912,0.03651
3.916,0.03115
3.92,0.0523
3.924,0.04846
3.928,0.03475
3.932,0.04293
3.936,0.02715
3.94,0.06196
3.944,0.04794
3.948,0.05775
3.952,0.06966
3.956,0.06318
3.96,0.03914
3.964,0.03413
3.968,0.04105
3.972,0.02531
3.976,0.03978
3.98,0.04446
3.984,0.07704
3.988,0.02309
3.992,0.05858
3.996,0.04468
4.0,0.0591
4.004,0.04673
4.008,0.05022
4.012,0.04447
4.016,0.04116
4.02,0.03677
4.024,0.04471
4.028,0.0338
4.032,0.05744
4.036,0.05008
4.04,0.0607
4.044,0.0478
4.048,0.05213
4.052,0.00558
4.056,0.05455
4.06,0.03248
4.064,0.03952
4.068,0.04237
4.072,0.05462
4.076,0.06064
4.08,0.04345
4.084,0.05616
4.088,0.04454
4.092,0.06222
4.096,0.04888
4.1,0.04594
4.104,0.06103
4.108,0.06881
4.112,0.04591
4.116,0.05118
4.12,0.06061
4.124,0.03525
4.128,0.06939
4.132,0.06911
4.136,0.04954
4.14,0.04845
4.144,0.06754
4.148,0.06114
4.152,0.06565
4.156,0.06803
4.16,0.06161
4.164,0.05847
4.168,0.037
4.172,0.03676
4.176,0.05721
4.18,0.05976
4.184,0.05362
4.188,0.06306
4.192,0.05788
4.196,0.06265
4.2,0.04009
4.204,0.05623
4.208,0.03401
4.212,0.04707
4.216,0.0484
4.22,0.05066
4.224,0.05152
4.228,0.03553
4.232,0.05259
4.236,0.0559
4.24,0.06491
4.244,0.04475
4.248,0.0576
4.252,0.03917
4.256,0.05733
4.26,0.03595
4.264,0.05612
4.268,0.05014
4.272,0.04281
4.276,0.05402
4.28,0.05944
4.284,0.05334
4.288,0.04068
4.292,0.06492
4.296,0.04108
4.3,0.05997
4.304,0.04533
4.308,0.03522
4.312,0.05272
4.316,0.03261
4.32,0.03922
4.324,0.05565
4.328,0.0285
4.332,0.05565
4.336,0.06577
4.34,0.05154
4.344,0.06631
4.348,0.08953
4.352,0.08071
4.356,0.09616
4.36,0.09048
4.364,0.11131
4.368,0.10385
4.372,0.11304
4.376,0.11707
4.38,0.1366
4.384,0.10145
4.388,0.10739
4.392,0.11204
4.396,0.11397
4.4,0.07911
4.404,0.07647
4.408,0.0831
4.412,0.05742
4.416,0.05857
4.42,0.05238
4.424,0.04376
4.428,0.05202
4.432,0.0475
4.436,0.06186
4.44,0.04808
4.444,0.05025
4.448,0.0419
4.452,0.05164
4.456,0.03199
4.46,0.01834
4.464,0.06596
4.468,0.04755
4.472,0.05075
4.476,0.03032
4.48,0.05273
4.484,0.03576
4.488,0.05147
4.492,0.03432
4.496,0.03873
4.5,0.04389
4.504,0.02252
4.508,-0.01932
4.512,-0.03216
4.516,-0.06311
4.52,-0.01647
4.524,0.12921
4.528,0.37844
4.532,0.73004
4.536,1.07983
4.54,1.19629
4.544,1.05329
4.548,0.66228
4.552,0.27355
4.556,-0.01948
4.56,-0.14728
4.564,-0.17859
4.568,-0.14422
4.572,-0.11699
4.576,-0.06193
4.58,-0.02594
4.584,0.03758
4.588,0.0491
4.592,0.02916
4.596,0.02234
4.6,0.03995
4.604,0.02741
4.608,0.03977
4.612,0.048
4.616,0.03777
4.62,0.06202
4.624,0.04023
4.628,0.04811
4.632,0.03771
4.636,0.04629
4.64,0.05204
4.644,0.05835
4.648,0.07119
4.652,0.10996
4.656,0.11073
4.66,0.12062
4.664,0.11807
4.668,0.15452
4.672,0.17006
4.676,0.19862
4.68,0.22142
4.684,0.23277
4.688,0.27318
4.692,0.26089
4.696,0.31241
4.7,0.30876
4.704,0.30105
4.708,0.31344
4.712,0.31597
4.716,0.29905
4.72,0.31723
4.724,0.31656
4.728,0.30864
4.732,0.24718
4.736,0.24551
4.74,0.21619
4.744,0.18452
4.748,0.1772
4.752,0.14984
4.756,0.13206
4.76,0.09645
4.764,0.07869
4.768,0.08363
4.772,0.06701
4.776,0.07183
4.78,0.05568
4.784,0.04926
4.788,0.04314
4.792,0.04549
4.796,0.04387
4.8,0.01634
4.804,0.01459
4.808,0.03023
4.812,0.00841
4.816,0.00717
4.82,0.02889
4.824,0.02135
4.828,0.01483
4.832,0.01218
4.836,0.00609
4.84,0.0173
4.844,0.00736
4.848,0.03301
4.852,0.02147
4.856,-0.01605
4.86,0.02988
4.864,0.02522
4.868,0.03245
4.872,0.00465
4.876,0.01486
4.88,0.00108
4.884,0.01917
4.888,0.0148
4.892,0.00975
4.896,0.00118
4.9,-0.01306
4.904,0.01856
4.908,0.02436
4.912,-0.00236
4.916,-0.00018
4.92,0.00931
4.924,0.02513
4.928,0.01821
4.932,0.00594
4.936,-0.00044
4.94,0.01672
4.944,0.02296
4.948,0.01437
4.952,0.01557
4.956,0.02315
4.96,-0.01337
4.964,0.00155
4.968,0.00898
4.972,0.0109
4.976,0.00789
4.98,-0.00541
4.984,-0.01041
4.988,0.00457
4.992,0.00148
4.996,0.01299
5.0,0.01399
5.004,-0.00169
5.008,0.01042
5.012,0.00658
5.016,-0.0107
5.02,0.00174
5.024,0.00813
5.028,-0.00559
5.032,0.00373
5.036,0.0061
5.04,-0.00208
5.044,0.02075
5.048,-0.02061
5.052,-0.02991
5.056,-0.00501
5.06,-0.01081
5.064,0.00153
5.068,-0.00063
5.072,-0.0183
5.076,-0.00173
5.08,-0.02722
5.084,-0.00054
5.088,-0.0093
5.092,-0.01013
5.096,-0.01437
5.1,-0.02211
5.104,-0.01048
5.108,-0.00111
5.112,-0.02084
5.116,-0.00279
5.12,-0.01993
5.124,-0.01778
5.128,-0.0032
5.132,-0.01317
5.136,-0.00648
5.14,-0.01109
5.144,-0.0001
5.148,-0.01627
5.152,-0.00692
5.156,-0.01491
5.16,0.00266
5.164,-0.03169
5.168,-0.03116
5.172,-0.02722
5.176,-0.01541
5.18,-0.01389
5.184,-0.01973
5.188,-0.03368
5.192,-0.01671
5.196,-0.02226
5.2,-0.02576
5.204,-0.03362
5.208,-0.0251
5.212,0.00429
5.216,-0.01916
5.22,-0.02948
5.224,-0.00885
5.228,-0.04362
5.232,-0.03164
5.236,-0.04194
5.24,-0.01482
5.244,0.00344
5.248,-0.02734
5.252,-0.01861
5.256,-0.01559
5.26,-0.01351
5.264,-0.02273
5.268,-0.03485
5.272,-0.00978
5.276,-0.03201
5.28,-0.01985
5.284,-0.01442
5.288,-0.02409
5.292,-0.01634
5.296,-0.00217
5.3,-0.02736
5.304,-0.00601
5.308,0.00907
5.312,0.0131
5.316,0.02753
5.32,0.0131
5.324,0.02661
5.328,0.0226
5.332,0.06233
5.336,0.04214
5.34,0.03875
5.344,0.06549
5.348,0.05718
5.352,0.04951
5.356,0.0237
5.36,0.05946
5.364,0.02355
5.368,0.00317
5.372,0.00835
5.376,-0.01316
5.38,-0.0172
5.384,-0.0071
5.388,-0.04555
5.392,-0.02943
5.396,-0.01471
5.4,-0.03087
5.404,-0.03563
5.408,-0.05462
5.412,-0.02951
5.416,-0.03938
5.42,-0.02
5.424,-0.02715
5.428,-0.04056
5.432,-0.05393
5.436,-0.02995
5.44,-0.03468
5.444,-0.03977
5.448,-0.05979
5.452,-0.04443
5.456,-0.03941
5.46,-0.05471
5.464,-0.04687
5.468,-0.05428
5.472,-0.08101
5.476,-0.12443
5.48,-0.12406
5.484,-0.06235
5.488,0.07163
5.492,0.358
5.496,0.72383
5.5,1.05501
5.504,1.12072
5.508,0.88643
5.512,0.51533
5.516,0.1179
5.52,-0.12503
5.524,-0.24298
5.528,-0.27989
5.532,-0.23374
5.536,-0.1719
5.54,-0.12355
5.544,-0.07215
5.548,-0.0468
5.552,-0.04434
5.556,-0.0212
5.56,-0.03551
5.564,-0.0273
5.568,-0.01897
5.572,-0.05699
5.576,-0.03988
5.58,-0.02651
5.584,-0.01835
5.588,-0.03465
5.592,-0.04282
5.596,-0.02099
5.6,-0.02479
5.604,-0.02618
5.608,-0.0101
5.612,0.02307
5.616,0.02382
5.62,0.01776
5.624,0.04458
5.628,0.04626
5.632,0.09398
5.636,0.11168
5.64,0.12149
5.644,0.14866
5.648,0.17309
5.652,0.19342
5.656,0.22587
5.66,0.24436
5.664,0.22688
5.668,0.23196
5.672,0.24877
5.676,0.23575
5.68,0.24217
5.684,0.22666
5.688,0.22604
5.692,0.22143
5.696,0.17657
5.7,0.15845
5.704,0.12232
5.708,0.09602
5.712,0.09461
5.716,0.06022
5.72,0.04108
5.724,0.03589
5.728,0.03196
5.732,0.01486
5.736,-0.01665
5.74,-0.00195
5.744,-0.0167
5.748,-0.04286
5.752,-0.05874
5.756,-0.03513
5.76,-0.04971
5.764,-0.02438
5.768,-0.06021
5.772,-0.06925
5.776,-0.04892
5.78,-0.03804
5.784,-0.06802
5.788,-0.06314
5.792,-0.05609
5.796,-0.06437
5.8,-0.06181
5.804,-0.04764
5.808,-0.05428
5.812,-0.03494
5.816,-0.05032
5.82,-0.04152
5.824,-0.03361
5.828,-0.03482
5.832,-0.0477
5.836,-0.06311
5.84,-0.0345
5.844,-0.04622
5.848,-0.05376
5.852,-0.04326
5.856,-0.06801
5.86,-0.05579
5.864,-0.05421
5.868,-0.03266
5.872,-0.05808
5.876,-0.05101
5.88,-0.07191
5.884,-0.06537
5.888,-0.03274
5.892,-0.05653
5.896,-0.05393
5.9,-0.04295
5.904,-0.03214
5.908,-0.05292
5.912,-0.06972
5.916,-0.03239
5.92,-0.05865
5.924,-0.06183
5.928,-0.05664
5.932,-0.03713
5.936,-0.04081
5.94,-0.04436
5.944,-0.04933
5.948,-0.05021
5.952,-0.03971
5.956,-0.03305
5.96,-0.04763
5.964,-0.03647
5.968,-0.04667
