time_s,ecg_mv
0.728,0.1722
0.732,0.22095
0.736,0.21612
0.74,0.24363
0.744,0.2414
0.748,0.28263
0.752,0.31676
0.756,0.31489
0.76,0.3505
0.764,0.34458
0.768,0.3475
0.772,0.34949
0.776,0.34514
0.78,0.3458
0.784,0.31624
0.788,0.29165
0.792,0.30865
0.796,0.26855
0.8,0.23736
0.804,0.21708
0.808,0.20533
0.812,0.17069
0.816,0.16951
0.82,0.12827
0.824,0.12401
0.828,0.09267
0.832,0.10177
0.836,0.08752
0.84,0.08425
0.844,0.06256
0.848,0.0511
0.852,0.05818
0.856,0.04554
0.86,0.06235
0.864,0.06683
0.868,0.04684
0.872,0.02886
0.876,0.04596
0.88,0.07059
0.884,0.04376
0.888,0.05748
0.892,0.05518
0.896,0.05273
0.9,0.06164
0.904,0.03845
0.908,0.0467
0.912,0.05253
0.916,0.02995
0.92,0.04277
0.924,0.04794
0.928,0.05489
0.932,0.03781
0.936,0.05353
0.94,0.0326
0.944,0.03782
0.948,0.0515
0.952,0.0479
0.956,0.05961
0.96,0.03875
0.964,0.05843
0.968,0.06331
0.972,0.05352
0.976,0.03549
0.98,0.05236
0.984,0.0541
0.988,0.0534
0.992,0.02704
0.996,0.04144
1.0,0.05564
1.004,0.03615
1.008,0.04205
1.012,0.04803
1.016,0.06088
1.02,0.06285
1.024,0.04929
1.028,0.03479
1.032,0.04488
1.036,0.04347
1.04,0.06143
1.044,0.02686
1.048,0.0575
1.052,0.04109
1.056,0.03473
1.06,0.05182
1.064,0.06145
1.068,0.05339
1.072,0.05218
1.076,0.05788
1.08,0.07093
1.084,0.04219
1.088,0.04607
1.092,0.0412
1.096,0.05361
1.1,0.04476
1.104,0.02942
1.108,0.0619
1.112,0.03103
1.116,0.0793
1.12,0.02983
1.124,0.05743
1.128,0.07459
1.132,0.06962
1.136,0.09116
1.14,0.09452
1.144,0.07734
1.148,0.11091
1.152,0.13475
1.156,0.11912
1.16,0.11432
1.164,0.12298
1.168,0.11317
1.172,0.12965
1.176,0.106
1.18,0.11869
1.184,0.08074
1.188,0.0674
1.192,0.06339
1.196,0.04956
1.2,0.09724
1.204,0.04673
1.208,0.03577
1.212,0.0655
1.216,0.04386
1.22,0.02055
1.224,0.02124
1.228,0.02064
1.232,0.03598
1.236,0.03754
1.24,0.04751
1.244,0.04162
1.248,0.03438
1.252,0.05579
1.256,0.06157
1.26,0.01311
1.264,0.02755
1.268,0.05194
1.272,0.02016
1.276,0.03106
1.28,0.03811
1.284,0.02821
1.288,-0.00024
1.292,0.00657
1.296,-0.03631
1.3,-0.05604
1.304,-0.00364
1.308,0.18003
1.312,0.45424
1.316,0.84295
1.32,1.14504
1.324,1.19906
1.328,0.94727
1.332,0.54611
1.336,0.16215
1.34,-0.08671
1.344,-0.18916
1.348,-0.18396
1.352,-0.16276
1.356,-0.09823
1.36,-0.04638
1.364,-0.02395
1.368,-0.01345
1.372,0.02678
1.376,0.01753
1.38,0.04137
1.384,0.03446
1.388,0.02717
1.392,0.01801
1.396,0.02911
1.4,0.03084
1.404,0.02212
1.408,0.03889
1.412,0.0495
1.416,0.04732
1.42,0.04039
1.424,0.05764
1.428,0.08704
1.432,0.07299
1.436,0.09398
1.44,0.11311
1.444,0.09906
1.448,0.15295
1.452,0.1679
1.456,0.17406
1.46,0.20027
1.464,0.21419
1.468,0.25834
1.472,0.28061
1.476,0.26773
1.48,0.28159
1.484,0.3085
1.488,0.28427
1.492,0.30362
1.496,0.29689
1.5,0.2915
1.504,0.30874
1.508,0.28604
1.512,0.24106
1.516,0.27457
1.52,0.20338
1.524,0.18624
1.528,0.15848
1.532,0.16522
1.536,0.14258
1.54,0.11486
1.544,0.08503
1.548,0.07741
1.552,0.05244
1.556,0.07639
1.56,0.06532
1.564,0.01405
1.568,0.05557
1.572,0.02344
1.576,0.02958
1.58,0.02463
1.584,0.04059
1.588,0.01034
1.592,0.00777
1.596,-0.00657
1.6,0.01942
1.604,-0.00991
1.608,0.00101
1.612,-0.02444
1.616,-0.00569
1.62,0.00799
1.624,0.01825
1.628,0.01557
1.632,-0.00184
1.636,0.019
1.64,-0.00643
1.644,-0.00727
1.648,0.00686
1.652,0.00711
1.656,-0.01382
1.66,-0.0095
1.664,0.00252
1.668,-0.00548
1.672,-0.01274
1.676,-0.00721
1.68,-0.01519
1.684,-0.00267
1.688,-0.00806
1.692,-0.00878
1.696,0.03202
1.7,0.0075
1.704,0.0137
1.708,-0.01409
1.712,-0.00744
1.716,0.01518
1.72,-0.00519
1.724,-0.01642
1.728,-0.01524
1.732,-7e-05
1.736,-0.00079
1.74,0.01188
1.744,0.0004
1.748,-0.00998
1.752,-0.01868
1.756,-0.01047
1.76,0.00192
1.764,0.00272
1.768,0.00369
1.772,-0.00114
1.776,-0.02474
1.78,-0.02079
1.784,-0.00619
1.788,-0.00235
1.792,-0.01036
1.796,-0.03115
1.8,-0.02622
1.804,-0.01038
1.808,-0.0186
1.812,-0.02472
1.816,-0.00413
1.82,-0.0148
1.824,-0.01176
1.828,-0.02163
1.832,-0.02542
1.836,0.00267
1.84,-0.00246
1.844,-0.03351
1.848,-0.00027
1.852,0.01853
1.856,-0.03401
1.86,0.01631
1.864,0.02148
1.868,0.02497
1.872,0.05412
1.876,0.03965
1.88,0.03806
1.884,0.05428
1.888,0.07964
1.892,0.08393
1.896,0.06357
1.9,0.0561
1.904,0.05726
1.908,0.01381
1.912,0.02918
1.916,0.02626
1.92,-0.00226
1.924,-0.00558
1.928,-0.00162
1.932,-0.00341
1.936,-0.02136
1.94,-0.02302
1.944,-0.02954
1.948,-0.03444
1.952,-0.03427
1.956,-0.03946
1.96,-0.01833
1.964,-0.03806
1.968,-0.03919
1.972,-0.01468
1.976,-0.03368
1.98,-0.02028
1.984,-0.0157
1.988,-0.03346
1.992,-0.03769
1.996,-0.01692
2.0,-0.02053
2.004,-0.03982
2.008,-0.03813
2.012,-0.05255
2.016,-0.06677
2.02,-0.09901
2.024,-0.12585
2.028,-0.08988
2.032,-0.00127
2.036,0.2405
2.04,0.55211
2.044,0.92195
2.048,1.13517
2.052,1.04366
2.056,0.72903
2.06,0.32409
2.064,-0.01481
2.068,-0.21328
2.072,-0.2762
2.076,-0.26883
2.08,-0.20599
2.084,-0.16486
2.088,-0.09004
2.092,-0.05595
2.096,-0.03921
2.1,-0.04992
2.104,-0.03444
2.108,-0.02122
2.112,-0.01617
2.116,-0.04436
2.12,-0.02809
2.124,-0.03217
2.128,-0.05329
2.132,-0.01446
2.136,-0.03682
2.14,-0.00344
2.144,-0.02013
2.148,-0.00885
2.152,0.003
2.156,-0.00519
2.16,0.00865
2.164,0.03568
2.168,0.07087
2.172,0.05061
2.176,0.08527
2.18,0.10486
2.184,0.13495
2.188,0.16349
2.192,0.16451
2.196,0.15921
2.2,0.19785
2.204,0.20735
2.208,0.22965
2.212,0.25373
2.216,0.24174
2.22,0.26275
2.224,0.26369
2.228,0.24873
2.232,0.24441
2.236,0.23463
2.24,0.20147
2.244,0.17525
2.248,0.12585
2.252,0.13564
2.256,0.11432
2.26,0.077
2.264,0.07373
2.268,0.03979
2.272,0.0315
2.276,0.01748
2.28,-0.00291
2.284,0.0148
2.288,-0.02561
2.292,-0.03474
2.296,-0.03108
2.3,-0.0172
2.304,-0.03958
2.308,-0.03689
2.312,-0.03375
2.316,-0.04888
2.32,-0.04616
2.324,-0.04687
2.328,-0.05043
2.332,-0.0361
2.336,-0.07096
2.34,-0.03363
2.344,-0.0517
2.348,-0.05765
2.352,-0.04684
2.356,-0.06135
2.36,-0.06323
2.364,-0.04607
2.368,-0.05517
2.372,-0.05403
2.376,-0.06416
2.38,-0.03133
2.384,-0.03677
2.388,-0.04468
2.392,-0.06014
2.396,-0.05133
2.4,-0.03731
2.404,-0.01987
2.408,-0.03229
2.412,-0.06485
2.416,-0.07712
2.42,-0.05523
2.424,-0.02647
2.428,-0.04318
2.432,-0.04362
2.436,-0.06441
2.44,-0.04081
2.444,-0.05795
2.448,-0.05787
2.452,-0.03047
2.456,-0.06154
2.46,-0.04698
2.464,-0.03876
2.468,-0.05721
2.472,-0.04153
2.476,-0.05438
2.48,-0.04529
2.484,-0.01454
2.488,-0.0357
2.492,-0.04203
2.496,-0.03848
2.5,-0.05515
2.504,-0.04331
2.508,-0.0489
2.512,-0.05765
2.516,-0.04199
2.52,-0.04526
2.524,-0.05447
2.528,-0.05654
2.532,-0.04221
2.536,-0.05338
2.54,-0.06852
2.544,-0.05244
2.548,-0.03405
2.552,-0.03873
2.556,-0.05527
2.56,-0.0369
2.564,-0.03573
2.568,-0.01321
2.572,-0.02671
2.576,-0.01604
2.58,-0.03285
2.584,-0.00384
2.588,0.02694
2.592,0.00578
2.596,0.01396
2.6,0.05085
2.604,0.03378
2.608,0.03147
2.612,0.02395
2.616,0.0205
2.62,0.01581
2.624,0.00151
2.628,0.00871
2.632,-0.01061
2.636,-0.02566
2.64,-0.01797
2.644,-0.02289
2.648,-0.02938
2.652,-0.04484
2.656,-0.04008
2.66,-0.05533
2.664,-0.02652
2.668,-0.00807
2.672,-0.03945
2.676,-0.0397
2.68,-0.05428
2.684,-0.04579
2.688,-0.06083
2.692,-0.05797
2.696,-0.05654
2.7,-0.03633
2.704,-0.07244
2.708,-0.03655
2.712,-0.04095
2.716,-0.02496
2.72,-0.08119
2.724,-0.05158
2.728,-0.05828
2.732,-0.08891
2.736,-0.10157
2.74,-0.11762
2.744,-0.1058
2.748,-0.00029
2.752,0.24787
2.756,0.55847
2.76,0.94303
2.764,1.11397
2.768,1.03027
2.772,0.65305
2.776,0.28924
2.78,-0.0392
2.784,-0.2166
2.788,-0.25002
2.792,-0.2665
2.796,-0.20047
2.8,-0.15137
2.804,-0.09108
2.808,-0.0897
2.812,-0.03936
2.816,-0.05962
2.82,-0.04364
2.824,-0.04939
2.828,-0.04531
2.832,-0.04042
2.836,-0.02634
2.84,-0.03422
2.844,-0.02664
2.848,-0.02343
2.852,-0.00555
2.856,-0.02303
2.86,-0.02047
2.864,-0.00236
2.868,0.00504
2.872,0.02214
2.876,0.03386
2.88,0.03193
2.884,0.05288
2.888,0.06647
2.892,0.07462
2.896,0.10157
2.9,0.13203
2.904,0.14856
2.908,0.18424
2.912,0.20187
2.916,0.20233
2.92,0.23548
2.924,0.24855
2.928,0.26809
2.932,0.2738
2.936,0.24916
2.94,0.28661
2.944,0.23664
2.948,0.25059
2.952,0.21835
2.956,0.20557
2.96,0.18795
2.964,0.1857
2.968,0.14332
2.972,0.13962
2.976,0.10679
2.98,0.08064
2.984,0.07036
2.988,0.04727
2.992,0.05614
2.996,-0.0083
3.0,0.0143
3.004,-0.02157
3.008,-0.0103
3.012,-0.01777
3.016,0.00818
3.02,-0.02011
3.024,-0.02862
3.028,0.00242
3.032,-0.01099
3.036,-0.02458
3.04,-0.03397
3.044,-0.02178
3.048,-0.02598
3.052,-0.01751
3.056,0.00651
3.06,-0.04718
3.064,-0.0224
3.068,-0.0309
3.072,0.01022
3.076,-0.0451
3.08,-0.01225
3.084,-0.00753
3.088,-0.01333
3.092,-0.02903
3.096,-0.02958
3.1,-0.01069
3.104,-0.03835
3.108,-0.03628
3.112,-0.01607
3.116,-0.01788
3.12,-0.02661
3.124,-0.03469
3.128,-0.00711
3.132,-0.02935
3.136,0.0063
3.14,-0.02739
3.144,-0.00062
3.148,-0.02222
3.152,-0.0154
3.156,-0.02892
3.16,-0.01914
3.164,-0.0028
3.168,-0.02007
3.172,-0.01139
3.176,-0.02543
3.18,-0.01346
3.184,-0.01129
3.188,-0.0185
3.192,-0.02461
3.196,0.00444
3.2,0.01034
3.204,-0.00901
3.208,-0.00342
3.212,-0.00208
3.216,-0.01355
3.22,-0.00471
3.224,-0.02812
3.228,0.00252
3.232,0.00267
3.236,-0.00936
3.24,-0.01138
3.244,-0.00619
3.248,-0.02104
3.252,-0.01337
3.256,-0.00427
3.26,0.02382
3.264,-0.01407
3.268,0.00323
3.272,0.01082
3.276,0.02291
3.28,0.02003
3.284,0.02507
3.288,0.04296
3.292,0.02165
3.296,0.05491
3.3,0.04897
3.304,0.07779
3.308,0.08069
3.312,0.06983
3.316,0.09998
3.32,0.09416
3.324,0.07308
3.328,0.04672
3.332,0.06597
3.336,0.06366
3.34,0.00721
3.344,0.04092
3.348,0.01012
3.352,0.01723
3.356,0.04657
3.36,0.03172
3.364,-0.00687
3.368,-0.00358
3.372,0.01583
3.376,0.02236
3.38,-0.00338
3.384,0.01502
3.388,0.00907
3.392,0.00601
3.396,0.00812
3.4,-0.00719
3.404,0.01443
3.408,-0.00229
3.412,0.01704
3.416,0.00169
3.42,0.00659
3.424,0.02031
3.428,-0.0039
3.432,-0.01172
3.436,-0.00894
3.44,-0.03548
3.444,-0.04182
3.448,-0.06633
3.452,-0.07884
3.456,-0.01076
3.46,0.12348
3.464,0.43252
3.468,0.79979
3.472,1.10903
3.476,1.18141
3.48,0.96511
3.484,0.5727
3.488,0.1978
3.492,-0.07685
3.496,-0.21319
3.5,-0.20713
3.504,-0.16749
3.508,-0.12911
3.512,-0.06012
3.516,-0.00761
3.52,-0.00357
3.524,0.00647
3.528,0.02879
3.532,0.0378
3.536,0.01805
3.54,0.02626
3.544,-0.00067
3.548,0.00902
3.552,0.03096
3.556,0.02873
3.56,0.02428
3.564,0.0183
3.568,0.05476
3.572,0.05049
3.576,0.04051
3.58,0.0535
3.584,0.05429
3.588,0.06647
3.592,0.07761
3.596,0.10911
3.6,0.12813
3.604,0.14636
3.608,0.19234
3.612,0.21047
3.616,0.23567
3.62,0.25162
3.624,0.26424
3.628,0.29447
3.632,0.29732
3.636,0.31725
3.64,0.33882
3.644,0.32845
3.648,0.32314
3.652,0.32187
3.656,0.303
3.66,0.3081
3.664,0.26194
3.668,0.28484
3.672,0.2348
3.676,0.19287
3.68,0.18881
3.684,0.17167
3.688,0.14871
3.692,0.14655
3.696,0.11439
3.7,0.08446
3.704,0.09759
3.708,0.05626
3.712,0.0871
3.716,0.05932
3.72,0.03479
3.724,0.04961
3.728,0.0621
3.732,0.06096
3.736,0.04406
3.74,0.04712
3.744,0.02509
3.748,0.04751
3.752,0.03238
3.756,0.01707
3.76,0.0264
3.764,0.05368
3.768,0.03543
3.772,0.03572
3.776,0.04529
3.78,0.03951
3.784,0.06892
3.788,0.02492
3.792,0.02984
3.796,0.02459
3.8,0.0329
3.804,0.02898
3.808,0.04846
3.812,0.0548
3.816,0.04449
3.82,0.06339
3.824,0.03375
3.828,0.06416
3.832,0.03603
3.836,0.02983
3.84,0.04509
3.844,0.02032
3.848,0.03232
3.852,0.04245
3.856,0.02931
3.86,0.02789
3.864,0.05311
3.868,0.05767
3.872,0.0454
3.876,0.02452
3.88,0.04499
3.884,0.04118
3.888,0.02029
3.892,0.05359
3.896,0.03713
3.9,0.04255
3.904,0.05421
3.908,0.01791
3.912,0.03924
3.916,0.03996
3.92,0.05387
3.924,0.02567
3.928,0.03643
3.932,0.06142
3.936,0.05794
3.94,0.05476
3.944,0.04944
3.948,0.05339
3.952,0.06212
3.956,0.04286
3.96,0.04149
3.964,0.02456
3.968,0.04624
3.972,0.05159
3.976,0.04216
3.98,0.05198
3.984,0.04263
3.988,0.05527
3.992,0.05392
3.996,0.04679
4.0,0.05105
4.004,0.06636
4.008,0.06303
4.012,0.04746
4.016,0.05138
4.02,0.05842
4.024,0.04572
4.028,0.06938
4.032,0.07398
4.036,0.04983
4.04,0.04645
4.044,0.06042
4.048,0.07931
4.052,0.05673
4.056,0.10497
4.06,0.09805
4.064,0.07378
4.068,0.09434
4.072,0.11563
4.076,0.12566
4.08,0.12689
4.084,0.10919
4.088,0.13232
4.092,0.14734
4.096,0.14428
4.1,0.1254
4.104,0.12189
4.108,0.11166
4.112,0.08663
4.116,0.08026
4.12,0.09539
4.124,0.06364
4.128,0.08586
4.132,0.06761
4.136,0.05348
4.14,0.05945
4.144,0.08124
4.148,0.05657
4.152,0.05372
4.156,0.07744
4.16,0.05131
4.164,0.04088
4.168,0.05282
4.172,0.06534
4.176,0.03882
4.18,0.03445
4.184,0.03776
4.188,0.07659
4.192,0.06575
4.196,0.03919
4.2,0.04115
4.204,0.06825
4.208,0.04353
4.212,0.05343
4.216,0.02804
4.22,-0.0055
4.224,-0.02023
4.228,-0.03832
4.232,0.05509
4.236,0.19041
4.24,0.48952
4.244,0.86739
4.248,1.16262
4.252,1.20281
4.256,0.97255
4.26,0.56603
4.264,0.18036
4.268,-0.04345
4.272,-0.16461
4.276,-0.1672
4.28,-0.1155
4.284,-0.07915
4.288,-0.02318
4.292,0.00188
4.296,0.05157
4.3,0.02811
4.304,0.04909
4.308,0.04755
4.312,0.03847
4.316,0.03544
4.32,0.04256
4.324,0.05286
4.328,0.06151
4.332,0.04537
4.336,0.05175
4.34,0.05303
4.344,0.04789
4.348,0.07421
4.352,0.08978
4.356,0.08145
4.36,0.1083
4.364,0.10729
4.368,0.11494
4.372,0.13291
4.376,0.15225
4.38,0.1825
4.384,0.21573
4.388,0.21894
4.392,0.25705
4.396,0.26864
4.4,0.27341
4.404,0.28443
4.408,0.31592
4.412,0.32162
4.416,0.35338
4.42,0.35877
4.424,0.34188
4.428,0.33583
4.432,0.32478
4.436,0.30101
4.44,0.29679
4.444,0.28842
4.448,0.24978
4.452,0.2596
4.456,0.20219
4.46,0.16226
4.464,0.16248
4.468,0.13848
4.472,0.16227
4.476,0.10182
4.48,0.10941
4.484,0.07333
4.488,0.07212
4.492,0.06089
4.496,0.04343
4.5,0.05617
4.504,0.04424
4.508,0.06067
4.512,0.04297
4.516,0.04821
4.52,0.06151
4.524,0.03739
4.528,0.02964
4.532,0.05554
4.536,0.04681
4.54,0.0462
4.544,0.03035
4.548,0.02962
4.552,0.03291
4.556,0.03801
4.56,0.04534
4.564,0.06275
4.568,0.03938
4.572,0.0401
4.576,0.06264
4.58,0.04505
4.584,0.03782
4.588,0.02399
4.592,0.0181
4.596,0.04932
4.6,0.04713
4.604,0.04585
4.608,0.04386
4.612,0.05111
4.616,0.03913
4.62,0.02847
4.624,0.02667
4.628,0.02133
4.632,0.0324
4.636,0.02852
4.64,0.02736
4.644,0.04217
4.648,0.02677
4.652,0.03241
4.656,0.02872
4.66,0.02646
4.664,0.01726
4.668,0.05232
4.672,0.03033
4.676,0.04063
4.68,0.02481
4.684,0.01599
4.688,0.05233
4.692,0.023
4.696,0.03194
4.7,0.03453
4.704,0.0381
4.708,0.0278
4.712,0.03359
4.716,0.02862
4.72,0.04797
4.724,0.04708
4.728,0.0432
4.732,0.07618
4.736,0.06609
4.74,0.0578
4.744,0.06057
4.748,0.08017
4.752,0.08369
4.756,0.08747
4.76,0.11042
4.764,0.10922
4.768,0.09519
4.772,0.10084
4.776,0.11566
4.78,0.08246
4.784,0.05658
4.788,0.04425
4.792,0.03975
4.796,0.05558
4.8,0.04085
4.804,0.03759
4.808,0.00993
4.812,0.01681
4.816,0.02742
4.82,0.00946
4.824,0.0124
4.828,0.01617
4.832,0.02562
4.836,0.01747
4.84,0.00772
4.844,0.01217
4.848,0.03058
4.852,0.03347
4.856,0.01373
4.86,0.01535
4.864,0.00863
4.868,-0.00416
4.872,0.03797
4.876,0.00816
4.88,0.0176
4.884,-0.01345
4.888,-0.0106
4.892,-0.03981
4.896,-0.05847
4.9,-0.08024
4.904,-0.03835
4.908,0.07306
4.912,0.31887
4.916,0.7062
4.92,1.03231
4.924,1.17563
4.928,1.029
4.932,0.63729
4.936,0.25909
4.94,-0.02314
4.944,-0.18507
4.948,-0.20857
4.952,-0.19713
4.956,-0.18598
4.96,-0.10622
4.964,-0.06229
4.968,-0.03007
4.972,-0.01189
4.976,0.01163
4.98,-0.00962
4.984,-0.01163
4.988,0.00442
4.992,0.00373
4.996,-0.00575
5.0,0.00685
5.004,-0.00209
5.008,0.01102
5.012,0.04195
5.016,0.00884
5.02,0.01855
5.024,0.02282
5.028,0.05556
5.032,0.04467
5.036,0.07049
5.04,0.07714
5.044,0.08041
5.048,0.09281
5.052,0.12881
5.056,0.15795
5.06,0.15902
5.064,0.20783
5.068,0.22675
5.072,0.23514
5.076,0.24263
5.08,0.24412
5.084,0.28798
5.088,0.2658
5.092,0.28777
5.096,0.27491
5.1,0.27319
5.104,0.27405
5.108,0.27871
5.112,0.21739
5.116,0.22164
5.12,0.20203
5.124,0.17842
5.128,0.15319
5.132,0.12773
5.136,0.10598
5.14,0.07873
5.144,0.09487
5.148,0.05339
5.152,0.02905
5.156,0.02838
5.16,0.02088
5.164,0.011
5.168,0.01003
5.172,-0.00657
5.176,-0.00382
5.18,-0.00504
5.184,-0.01317
5.188,-0.00842
5.192,-0.00702
5.196,0.00384
5.2,-0.01777
5.204,-0.01694
5.208,-0.02804
5.212,-0.01798
5.216,-0.00692
5.22,-0.02015
5.224,-0.00037
5.228,-0.00889
5.232,-0.01779
5.236,0.01056
5.24,-0.03295
5.244,-0.02514
5.248,-0.03258
5.252,-0.02266
5.256,-0.02411
5.26,-0.01621
5.264,-0.01262
5.268,-0.02019
5.272,-0.00907
5.276,-0.04633
5.28,-0.04731
5.284,-0.02201
5.288,-0.01675
5.292,-0.03966
5.296,-0.02906
5.3,-0.04531
5.304,-0.024
5.308,-0.00837
5.312,-0.04931
5.316,-0.03805
5.32,-0.01097
5.324,-0.04115
5.328,-0.03371
5.332,-0.04521
5.336,-0.04058
5.34,-0.05232
5.344,-0.02842
5.348,-0.03368
5.352,-0.03133
5.356,-0.04865
5.36,-0.00514
5.364,-0.03693
5.368,-0.02395
5.372,-0.01009
5.376,-0.036
5.38,-0.03374
5.384,-0.04983
5.388,-0.03837
5.392,-0.02455
5.396,-0.02652
5.4,-0.0475
5.404,-0.02836
5.408,-0.05419
5.412,-0.04357
5.416,-0.03858
5.42,-0.02649
5.424,-0.03015
5.428,-0.01722
5.432,-0.02034
5.436,-0.00356
5.44,-0.0225
5.444,-0.00104
5.448,0.01392
5.452,0.0116
5.456,0.05468
5.46,0.03985
5.464,0.04046
5.468,0.04649
5.472,0.03805
5.476,0.03847
5.48,0.05189
5.484,0.03854
5.488,0.02483
5.492,0.00619
5.496,0.00548
5.5,-0.01708
5.504,-0.0169
5.508,-0.02838
5.512,-0.03028
5.516,-0.03404
5.52,-0.04429
5.524,-0.02879
5.528,-0.02841
5.532,-0.04994
5.536,-0.02934
5.54,-0.03755
5.544,-0.03478
5.548,-0.0459
5.552,-0.03944
5.556,-0.06336
5.56,-0.04354
5.564,-0.02561
5.568,-0.02749
5.572,-0.04425
5.576,-0.03954
5.58,-0.06677
5.584,-0.05386
5.588,-0.05799
5.592,-0.04761
5.596,-0.08488
5.6,-0.11291
5.604,-0.14142
5.608,-0.10605
5.612,-0.00198
5.616,0.23242
5.62,0.55567
5.624,0.92905
5.628,1.12739
5.632,1.02393
5.636,0.70642
5.64,0.30602
5.644,-0.0207
5.648,-0.20922
5.652,-0.27022
5.656,-0.27545
5.66,-0.20873
5.664,-0.17657
5.668,-0.12387
5.672,-0.07963
5.676,-0.05295
5.68,-0.03539
5.684,-0.03952
5.688,-0.04932
5.692,-0.01702
5.696,-0.06746
5.7,-0.04364
5.704,-0.05603
5.708,-0.0328
5.712,-0.04953
5.716,-0.05405
5.72,-0.03802
5.724,-0.04568
5.728,-0.02132
5.732,-0.03198
5.736,0.01695
5.74,0.00032
5.744,0.03613
5.748,0.03119
5.752,0.05951
5.756,0.0522
5.76,0.0834
5.764,0.10593
5.768,0.13875
5.772,0.16071
5.776,0.15848
5.78,0.21954
5.784,0.21356
5.788,0.2396
5.792,0.22713
5.796,0.26592
5.8,0.2395
5.804,0.24455
5.808,0.23712
5.812,0.20433
5.816,0.2113
5.82,0.17476
5.824,0.19364
5.828,0.13778
5.832,0.1292
5.836,0.10213
5.84,0.09011
5.844,0.0582
5.848,0.05265
5.852,0.03479
5.856,0.01663
5.86,0.01577
5.864,-0.02075
5.868,-0.02091
5.872,-0.02561
5.876,-0.04212
5.88,-0.037
5.884,-0.0499
5.888,-0.01049
5.892,-0.03498
5.896,-0.0367
5.9,-0.06172
5.904,-0.05671
5.908,-0.06336
5.912,-0.0348
5.916,-0.04867
5.92,-0.06554
5.924,-0.06708
5.928,-0.04346
5.932,-0.05841
5.936,-0.05664
5.94,-0.06164
5.944,-0.04922
5.948,-0.06831
5.952,-0.06006
5.956,-0.03537
5.96,-0.04471
5.964,-0.05381
5.968,-0.03198
5.972,-0.07066
5.976,-0.04337
5.98,-0.08126
5.984,-0.0568
