time_s,ecg_mv
0.444,0.12411
0.448,0.12168
0.452,0.10277
0.456,0.10188
0.46,0.08884
0.464,0.08939
0.468,0.07956
0.472,0.07253
0.476,0.04115
0.48,0.0576
0.484,0.04106
0.488,0.05034
0.492,0.06105
0.496,0.04557
0.5,0.04316
0.504,0.05484
0.508,0.05053
0.512,0.03493
0.516,0.04329
0.52,0.05149
0.524,0.04772
0.528,0.05117
0.532,0.02771
0.536,0.05252
0.54,0.03625
0.544,0.05353
0.548,0.0586
0.552,0.06355
0.556,0.02639
0.56,0.05345
0.564,0.00625
0.568,0.01532
0.572,-0.02456
0.576,-0.05161
0.58,-0.01469
0.584,0.14049
0.588,0.3727
0.592,0.74072
0.596,1.07378
0.6,1.21259
0.604,1.0515
0.608,0.68514
0.612,0.29177
0.616,-0.0019
0.62,-0.14231
0.624,-0.17938
0.628,-0.15977
0.632,-0.10627
0.636,-0.02892
0.64,-0.00963
0.644,0.00541
0.648,0.03151
0.652,0.0408
0.656,0.02685
0.66,0.07258
0.664,0.02776
0.668,0.02362
0.672,0.05375
0.676,0.05369
0.68,0.05318
0.684,0.03768
0.688,0.09091
0.692,0.06685
0.696,0.04947
0.7,0.07762
0.704,0.09374
0.708,0.08013
0.712,0.10547
0.716,0.12847
0.72,0.14233
0.724,0.16655
0.728,0.18271
0.732,0.21216
0.736,0.24049
0.74,0.27017
0.744,0.26555
0.748,0.27176
0.752,0.31623
0.756,0.31682
0.76,0.32406
0.764,0.36961
0.768,0.326
0.772,0.36322
0.776,0.33157
0.78,0.33365
0.784,0.33431
0.788,0.3143
0.792,0.28528
0.796,0.28494
0.8,0.25172
0.804,0.22011
0.808,0.21001
0.812,0.16018
0.816,0.14763
0.82,0.13439
0.824,0.12042
0.828,0.11651
0.832,0.10657
0.836,0.08078
0.84,0.05758
0.844,0.08063
0.848,0.07687
0.852,0.06139
0.856,0.05458
0.86,0.05257
0.864,0.0581
0.868,0.07069
0.872,0.05446
0.876,0.08015
0.88,0.06883
0.884,0.03441
0.888,0.02764
0.892,0.04981
0.896,0.06342
0.9,0.03951
0.904,0.03755
0.908,0.06066
0.912,0.04094
0.916,0.05662
0.92,0.04014
0.924,0.05633
0.928,0.07109
0.932,0.033
0.936,0.03951
0.94,0.05171
0.944,0.03959
0.948,0.03627
0.952,0.03565
0.956,0.04183
0.96,0.05339
0.964,0.05202
0.968,0.05706
0.972,0.03634
0.976,0.01762
0.98,0.06503
0.984,0.06074
0.988,0.07201
0.992,0.06997
0.996,0.09251
1.0,0.07809
1.004,0.09706
1.008,0.10602
1.012,0.12592
1.016,0.13197
1.02,0.12376
1.024,0.11608
1.028,0.11493
1.032,0.11698
1.036,0.13239
1.04,0.11934
1.044,0.09254
1.048,0.10423
1.052,0.09676
1.056,0.08553
1.06,0.06818
1.064,0.06987
1.068,0.05008
1.072,0.06997
1.076,0.05664
1.08,0.02587
1.084,0.0481
1.088,0.02397
1.092,0.06354
1.096,0.05564
1.1,0.05468
1.104,0.04576
1.108,0.05316
1.112,0.04081
1.116,0.03782
1.12,0.04112
1.124,0.04444
1.128,0.04075
1.132,0.02741
1.136,0.04065
1.14,0.04252
1.144,0.03773
1.148,0.02202
1.152,0.02769
1.156,0.00173
1.16,-0.05065
1.164,-0.02577
1.168,0.01392
1.172,0.15623
1.176,0.44974
1.18,0.80817
1.184,1.12941
1.188,1.20824
1.192,0.97766
1.196,0.56864
1.2,0.20296
1.204,-0.06293
1.208,-0.1788
1.212,-0.20299
1.216,-0.16175
1.22,-0.10285
1.224,-0.04491
1.228,-0.02036
1.232,0.04661
1.236,0.03696
1.24,0.04782
1.244,0.04096
1.248,0.02773
1.252,0.03741
1.256,0.05265
1.26,0.03335
1.264,0.05076
1.268,0.0301
1.272,0.03589
1.276,0.04758
1.28,0.04865
1.284,0.0524
1.288,0.06064
1.292,0.06865
1.296,0.07182
1.3,0.08451
1.304,0.10914
1.308,0.12299
1.312,0.16101
1.316,0.15632
1.32,0.18173
1.324,0.18397
1.328,0.22962
1.332,0.24306
1.336,0.2714
1.34,0.28023
1.344,0.28561
1.348,0.32854
1.352,0.34229
1.356,0.32161
1.36,0.35108
1.364,0.31181
1.368,0.32506
1.372,0.29446
1.376,0.27516
1.38,0.24031
1.384,0.26486
1.388,0.22631
1.392,0.18092
1.396,0.17419
1.4,0.14039
1.404,0.12549
1.408,0.10047
1.412,0.11487
1.416,0.08158
1.42,0.04912
1.424,0.04254
1.428,0.05075
1.432,0.03716
1.436,0.05137
1.44,0.02658
1.444,0.01328
1.448,0.02515
1.452,0.02586
1.456,0.00255
1.46,0.00815
1.464,0.01805
1.468,0.00667
1.472,0.0097
1.476,0.01492
1.48,0.00844
1.484,0.03361
1.488,0.01811
1.492,0.01513
1.496,0.02838
1.5,0.03724
1.504,0.00773
1.508,0.01723
1.512,0.0118
1.516,0.01414
1.52,-0.00817
1.524,0.00258
1.528,0.01071
1.532,0.0156
1.536,0.02336
1.54,0.00246
1.544,0.01728
1.548,0.01741
1.552,-0.00652
1.556,-0.00676
1.56,0.01297
1.564,-0.00571
1.568,0.01899
1.572,0.00209
1.576,0.00633
1.58,0.03336
1.584,0.02508
1.588,0.02802
1.592,0.02016
1.596,4e-05
1.6,0.03225
1.604,0.0283
1.608,0.03612
1.612,0.0442
1.616,0.06053
1.62,0.06964
1.624,0.07206
1.628,0.08478
1.632,0.07088
1.636,0.07715
1.64,0.09428
1.644,0.06359
1.648,0.06596
1.652,0.05749
1.656,0.05496
1.66,0.04155
1.664,0.05505
1.668,0.00616
1.672,0.03666
1.676,0.01547
1.68,-0.00533
1.684,-0.01289
1.688,0.0129
1.692,0.02499
1.696,-0.00039
1.7,0.00246
1.704,-0.01392
1.708,0.00722
1.712,-0.01109
1.716,-0.00021
1.72,-0.00654
1.724,-0.01381
1.728,-0.01546
1.732,-0.00849
1.736,-0.01066
1.74,0.01181
1.744,-0.04142
1.748,0.0021
1.752,-0.00043
1.756,-0.02386
1.76,-0.03683
1.764,-0.069
1.768,-0.08186
1.772,-0.08867
1.776,-0.01309
1.78,0.11026
1.784,0.40639
1.788,0.75205
1.792,1.08036
1.796,1.15576
1.8,0.9312
1.804,0.54544
1.808,0.17126
1.812,-0.08937
1.816,-0.19258
1.82,-0.26343
1.824,-0.21055
1.828,-0.14822
1.832,-0.13532
1.836,-0.04929
1.84,-0.01692
1.844,-0.01665
1.848,-0.03731
1.852,-0.0248
1.856,-0.01707
1.86,-0.01586
1.864,-0.01841
1.868,-0.02067
1.872,-0.03504
1.876,-0.02422
1.88,0.00877
1.884,0.00096
1.888,0.00179
1.892,0.00649
1.896,0.02933
1.9,0.0063
1.904,0.03499
1.908,0.02793
1.912,0.06098
1.916,0.06632
1.92,0.10372
1.924,0.0924
1.928,0.12081
1.932,0.11728
1.936,0.16744
1.94,0.19819
1.944,0.20568
1.948,0.22224
1.952,0.25148
1.956,0.27512
1.96,0.26741
1.964,0.27359
1.968,0.28548
1.972,0.26261
1.976,0.27699
1.98,0.23747
1.984,0.21381
1.988,0.20361
1.992,0.21108
1.996,0.1507
2.0,0.1241
2.004,0.11453
2.008,0.06091
2.012,0.09043
2.016,0.04496
2.02,0.03789
2.024,0.02188
2.028,0.0092
2.032,-0.00463
2.036,-0.00473
2.04,-0.01598
2.044,-0.02097
2.048,-0.007
2.052,-0.02984
2.056,-0.0444
2.06,-0.0257
2.064,-0.05346
2.068,-0.02798
2.072,-0.04486
2.076,-0.03933
2.08,-0.0399
2.084,-0.02437
2.088,-0.049
2.092,-0.03929
2.096,-0.02319
2.1,-0.04141
2.104,-0.04037
2.108,-0.03113
2.112,-0.0438
2.116,-0.02365
2.12,-0.03088
2.124,-0.03992
2.128,-0.03856
2.132,-0.05891
2.136,-0.05201
2.14,-0.04736
2.144,-0.04496
2.148,-0.05092
2.152,-0.04408
2.156,-0.04192
2.16,-0.05062
2.164,-0.04084
2.168,-0.02773
2.172,-0.01902
2.176,-0.06206
2.18,-0.03627
2.184,-0.05152
2.188,-0.05136
2.192,-0.03839
2.196,-0.04525
2.2,-0.03927
2.204,-0.04649
2.208,-0.03265
2.212,-0.03194
2.216,-0.04888
2.22,-0.02921
2.224,-0.02868
2.228,-0.02436
2.232,-0.03239
2.236,-0.00609
2.24,-0.02312
2.244,-0.02039
2.248,-0.00551
2.252,-0.01682
2.256,0.00331
2.26,0.0218
2.264,0.0278
2.268,0.03696
2.272,0.0203
2.276,0.04833
2.28,0.02553
2.284,0.04584
2.288,0.03783
2.292,0.01148
2.296,0.00507
2.3,0.00228
2.304,-0.01544
2.308,-0.00345
2.312,-0.03009
2.316,-0.0399
2.32,-0.0479
2.324,-0.05233
2.328,-0.0368
2.332,-0.04579
2.336,-0.05645
2.34,-0.05307
2.344,-0.07196
2.348,-0.04869
2.352,-0.03886
2.356,-0.05152
2.36,-0.02651
2.364,-0.04595
2.368,-0.02941
2.372,-0.05215
2.376,-0.04542
2.38,-0.06594
2.384,-0.03927
2.388,-0.04815
2.392,-0.05876
2.396,-0.06661
2.4,-0.06707
2.404,-0.11922
2.408,-0.13375
2.412,-0.12547
2.416,-0.11562
2.42,0.00135
2.424,0.23103
2.428,0.58145
2.432,0.93592
2.436,1.11853
2.44,1.01553
2.444,0.67621
2.448,0.26058
2.452,-0.04425
2.456,-0.22818
2.46,-0.28304
2.464,-0.26311
2.468,-0.22318
2.472,-0.15759
2.476,-0.10417
2.48,-0.052
2.484,-0.07759
2.488,-0.05189
2.492,-0.04296
2.496,-0.06153
2.5,-0.05342
2.504,-0.05623
2.508,-0.04489
2.512,-0.03948
2.516,-0.05439
2.52,-0.06039
2.524,-0.03578
2.528,-0.04697
2.532,-0.02685
2.536,-0.02217
2.54,-0.02183
2.544,-0.00018
2.548,0.03172
2.552,0.02488
2.556,0.03391
2.56,0.06275
2.564,0.06591
2.568,0.08339
2.572,0.14427
2.576,0.12843
2.58,0.16614
2.584,0.19404
2.588,0.20437
2.592,0.23551
2.596,0.22843
2.6,0.24471
2.604,0.2855
2.608,0.25282
2.612,0.25555
2.616,0.2366
2.62,0.20933
2.624,0.2251
2.628,0.1935
2.632,0.18773
2.636,0.14349
2.64,0.1233
2.644,0.12311
2.648,0.06583
2.652,0.06483
2.656,0.04811
2.66,0.01771
2.664,-0.00392
2.668,-0.002
2.672,-0.02608
2.676,-0.02242
2.68,-0.0045
2.684,-0.02839
2.688,-0.03092
2.692,-0.01438
2.696,-0.01977
2.7,-0.03723
2.704,-0.04198
2.708,-0.03612
2.712,-0.04988
2.716,-0.04719
2.72,-0.01937
2.724,-0.03735
2.728,-0.05065
2.732,-0.04997
2.736,-0.05329
2.74,-0.04434
2.744,-0.04628
2.748,-0.04539
2.752,-0.05667
2.756,-0.0525
2.76,-0.03869
2.764,-0.0561
2.768,-0.06976
2.772,-0.04174
2.776,-0.05462
2.78,-0.0531
2.784,-0.04991
2.788,-0.0302
2.792,-0.03831
2.796,-0.06015
2.8,-0.02027
2.804,-0.03187
2.808,-0.02384
2.812,-0.03888
2.816,-0.03919
2.82,-0.06737
2.824,-0.03649
2.828,-0.04471
2.832,-0.03165
2.836,-0.04008
2.84,-0.0416
2.844,-0.03508
2.848,-0.02368
2.852,-0.06801
2.856,-0.01778
2.86,-0.06194
2.864,-0.05172
2.868,-0.02985
2.872,-0.03883
2.876,-0.04345
2.88,-0.05561
2.884,-0.03786
2.888,-0.02505
2.892,-0.03275
2.896,-0.02192
2.9,-0.03682
2.904,-0.02476
2.908,-0.02084
2.912,-0.00555
2.916,0.00362
2.92,0.00656
2.924,0.01142
2.928,0.0493
2.932,0.04054
2.936,0.01945
2.94,0.06461
2.944,0.0445
2.948,0.0332
2.952,0.04955
2.956,0.02942
2.96,0.02468
2.964,0.02032
2.968,0.00079
2.972,0.00177
2.976,0.02601
2.98,-0.01904
2.984,-0.02223
2.988,-0.0274
2.992,-0.01249
2.996,-0.05086
3.0,-0.04924
3.004,-0.02241
3.008,-0.03152
3.012,-0.02922
3.016,-0.04386
3.02,-0.04309
3.024,-0.02293
3.028,-0.0351
3.032,-0.00841
3.036,-0.04523
3.04,-0.03615
3.044,-0.02648
3.048,-0.03379
3.052,-0.01681
3.056,-0.02641
3.06,-0.03608
3.064,-0.04157
3.068,-0.04208
3.072,-0.0655
3.076,-0.10085
3.08,-0.11142
3.084,-0.06714
3.088,0.09989
3.092,0.33717
3.096,0.72808
3.1,1.07506
3.104,1.1514
3.108,0.95994
3.112,0.57937
3.116,0.1673
3.12,-0.08154
3.124,-0.23141
3.128,-0.25714
3.132,-0.21543
3.136,-0.16032
3.14,-0.10371
3.144,-0.05649
3.148,-0.03025
3.152,-0.04234
3.156,-0.03259
3.16,-0.01078
3.164,-0.02435
3.168,-0.01336
3.172,-0.01668
3.176,0.00106
3.18,0.00585
3.184,-0.00782
3.188,0.00984
3.192,-0.01202
3.196,-0.00183
3.2,0.02067
3.204,0.02913
3.208,0.00922
3.212,0.02577
3.216,0.07037
3.22,0.05491
3.224,0.07542
3.228,0.08608
3.232,0.11855
3.236,0.15739
3.24,0.16531
3.244,0.15404
3.248,0.20526
3.252,0.23423
3.256,0.23593
3.26,0.25359
3.264,0.28415
3.268,0.28636
3.272,0.28731
3.276,0.29096
3.28,0.29743
3.284,0.27634
3.288,0.25802
3.292,0.23944
3.296,0.23353
3.3,0.20414
3.304,0.19228
3.308,0.16095
3.312,0.15031
3.316,0.09963
3.32,0.08873
3.324,0.08389
3.328,0.05935
3.332,0.07572
3.336,0.03585
3.34,0.04392
3.344,0.01836
3.348,0.0148
3.352,0.01165
3.356,-0.00333
3.36,0.00825
3.364,0.03183
3.368,0.00269
3.372,0.00584
3.376,0.0142
3.38,-0.00224
3.384,0.01844
3.388,0.0203
3.392,0.01198
3.396,-0.00523
3.4,-0.01677
3.404,-0.0133
3.408,0.01034
3.412,-0.00367
3.416,0.0263
3.42,0.01014
3.424,0.0191
3.428,-0.01295
3.432,0.0234
3.436,0.01611
3.44,0.01191
3.444,0.01635
3.448,0.03569
3.452,-0.00495
3.456,0.0108
3.46,0.00152
3.464,0.01795
3.468,0.01523
3.472,0.00785
3.476,0.01832
3.48,-0.00255
3.484,0.02197
3.488,0.03487
3.492,0.01453
3.496,0.01156
3.5,0.03283
3.504,0.02188
3.508,0.02804
3.512,0.03035
3.516,0.03718
3.52,0.02699
3.524,0.06838
3.528,0.04401
3.532,0.06896
3.536,0.08122
3.54,0.07041
3.544,0.10662
3.548,0.07969
3.552,0.09792
3.556,0.10599
3.56,0.10914
3.564,0.09036
3.568,0.08951
3.572,0.07668
3.576,0.06851
3.58,0.03695
3.584,0.05765
3.588,0.05503
3.592,0.0367
3.596,0.02835
3.6,0.02859
3.604,0.03115
3.608,0.04395
3.612,0.0276
3.616,0.01329
3.62,0.00466
3.624,0.02961
3.628,0.0305
3.632,0.01805
3.636,0.02007
3.64,0.03594
3.644,0.04123
3.648,0.03364
3.652,0.05287
3.656,0.03448
3.66,0.02271
3.664,0.04153
3.668,0.02685
3.672,0.027
3.676,-0.00442
3.68,-0.02554
3.684,-0.02998
3.688,-0.04718
3.692,-0.015
3.696,0.11287
3.7,0.34902
3.704,0.72552
3.708,1.04358
3.712,1.21632
3.716,1.06084
3.72,0.70678
3.724,0.27382
3.728,-0.00423
3.732,-0.15375
3.736,-0.19064
3.74,-0.18357
3.744,-0.13041
3.748,-0.05423
3.752,0.00607
3.756,0.00535
3.76,0.02418
3.764,0.00462
3.768,0.0373
3.772,0.04816
3.776,0.04616
3.78,0.04116
3.784,0.0391
3.788,0.04941
3.792,0.04463
3.796,0.0444
3.8,0.05776
3.804,0.04076
3.808,0.0742
3.812,0.07874
3.816,0.09797
3.82,0.078
3.824,0.09059
3.828,0.11027
3.832,0.12072
3.836,0.14166
3.84,0.15813
3.844,0.20261
3.848,0.20703
3.852,0.2329
3.856,0.24914
3.86,0.2763
3.864,0.31559
3.868,0.28403
3.872,0.3156
3.876,0.34884
3.88,0.33117
3.884,0.32931
3.888,0.34923
3.892,0.32326
3.896,0.31338
3.9,0.29717
3.904,0.2668
3.908,0.2627
3.912,0.25356
3.916,0.2176
3.92,0.20613
3.924,0.18678
3.928,0.15827
3.932,0.13226
3.936,0.10222
3.94,0.10579
3.944,0.09274
3.948,0.08538
3.952,0.06776
3.956,0.07809
3.96,0.06268
3.964,0.0727
3.968,0.04971
3.972,0.05174
3.976,0.05391
3.98,0.03987
3.984,0.04962
3.988,0.05412
3.992,0.04554
3.996,0.03218
4.0,0.0198
4.004,0.03436
4.008,0.03474
4.012,0.0711
4.016,0.05636
4.02,0.03416
4.024,0.05311
4.028,0.05153
4.032,0.04391
4.036,0.0367
4.04,0.02869
4.044,0.04399
4.048,0.0487
4.052,0.05205
4.056,0.05329
4.06,0.03314
4.064,0.06902
4.068,0.04522
4.072,0.06261
4.076,0.04174
4.08,0.0485
4.084,0.04354
4.088,0.06438
4.092,0.02995
4.096,0.03982
4.1,0.06409
4.104,0.06288
4.108,0.05563
4.112,0.02919
4.116,0.05126
4.12,0.04683
4.124,0.05094
4.128,0.04307
4.132,0.04592
4.136,0.06326
4.14,0.05187
4.144,0.04832
4.148,0.05152
4.152,0.03915
4.156,0.08147
4.16,0.06066
4.164,0.06825
4.168,0.06029
4.172,0.06317
4.176,0.06241
4.18,0.07585
4.184,0.09526
4.188,0.06709
4.192,0.09435
4.196,0.10533
4.2,0.11393
4.204,0.1074
4.208,0.11546
4.212,0.12989
4.216,0.13365
4.22,0.13962
4.224,0.11728
4.228,0.12412
4.232,0.10935
4.236,0.08311
4.24,0.07495
4.244,0.09236
4.248,0.06622
4.252,0.08173
4.256,0.07473
4.26,0.0523
4.264,0.06026
4.268,0.05805
4.272,0.07345
4.276,0.02842
4.28,0.06663
4.284,0.03638
4.288,0.06197
4.292,0.02774
4.296,0.04654
4.3,0.05194
4.304,0.0373
4.308,0.03573
4.312,0.0364
4.316,0.04388
4.32,0.04713
4.324,0.08253
4.328,0.05114
4.332,0.01836
4.336,0.04457
4.34,0.02096
4.344,0.00919
4.348,-0.03647
4.352,-0.03938
4.356,0.00943
4.36,0.19567
4.364,0.45157
4.368,0.86247
4.372,1.16282
4.376,1.19164
4.38,0.9747
4.384,0.58491
4.388,0.19496
4.392,-0.03206
4.396,-0.18574
4.4,-0.18086
4.404,-0.15343
4.408,-0.10259
4.412,-0.02282
4.416,-0.00851
4.42,0.01654
4.424,0.03028
4.428,0.06369
4.432,0.05406
4.436,0.0457
4.44,0.02889
4.444,0.06218
4.448,0.06097
4.452,0.03552
4.456,0.03136
4.46,0.01227
4.464,0.04497
4.468,0.06446
4.472,0.06373
4.476,0.07338
4.48,0.07935
4.484,0.11966
4.488,0.1117
4.492,0.14434
4.496,0.15955
4.5,0.15198
4.504,0.16
4.508,0.18276
4.512,0.22672
4.516,0.22914
4.52,0.25816
4.524,0.27689
4.528,0.32278
4.532,0.31583
4.536,0.32298
4.54,0.33151
4.544,0.34543
4.548,0.33029
4.552,0.33982
4.556,0.32931
4.56,0.27564
4.564,0.30309
4.568,0.24771
4.572,0.24669
4.576,0.24083
4.58,0.18109
4.584,0.16145
4.588,0.14531
4.592,0.15497
4.596,0.11682
4.6,0.08133
4.604,0.07476
4.608,0.06121
4.612,0.05329
4.616,0.0519
4.62,0.05472
4.624,0.04292
4.628,0.04564
4.632,0.03201
4.636,0.03362
4.64,0.02454
4.644,0.03757
4.648,0.01886
4.652,0.05385
4.656,0.05153
4.66,0.02065
4.664,0.02054
4.668,0.03177
4.672,0.02273
4.676,0.03564
4.68,0.01898
4.684,0.03874
4.688,0.02972
4.692,0.02651
4.696,0.02597
4.7,-0.00154
4.704,0.04323
4.708,0.03004
4.712,0.04104
4.716,0.02083
4.72,0.00751
4.724,0.03611
4.728,0.00746
4.732,0.04464
4.736,0.01856
4.74,0.033
4.744,0.01413
4.748,0.02934
4.752,0.03023
4.756,0.02059
4.76,0.0371
4.764,0.02558
4.768,0.03821
4.772,0.00184
4.776,0.0302
4.78,0.03949
4.784,0.03731
4.788,0.01109
4.792,0.05511
4.796,0.05439
4.8,0.0432
4.804,0.07172
4.808,0.09005
4.812,0.10193
4.816,0.0918
4.82,0.08979
4.824,0.10464
4.828,0.12925
4.832,0.09335
4.836,0.09946
4.84,0.07982
4.844,0.09399
4.848,0.05785
4.852,0.06289
4.856,0.04078
4.86,0.03101
4.864,0.02768
4.868,0.00357
4.872,0.00385
4.876,-0.00434
4.88,0.00626
4.884,0.02614
4.888,0.01767
4.892,0.01285
4.896,0.00307
4.9,-0.0062
4.904,0.01419
4.908,0.01643
4.912,-0.01184
4.916,0.0211
4.92,-0.00465
4.924,0.01522
4.928,-0.00903
4.932,0.01246
4.936,0.00283
4.94,0.01453
4.944,0.00223
4.948,0.01631
4.952,-0.01554
4.956,-0.03497
4.96,-0.06836
4.964,-0.07386
4.968,0.00091
4.972,0.18867
4.976,0.51644
4.98,0.86687
4.984,1.15654
4.988,1.14119
4.992,0.84368
4.996,0.43653
5.0,0.08884
5.004,-0.12608
5.008,-0.20565
5.012,-0.22921
5.016,-0.1968
5.02,-0.13643
5.024,-0.0913
5.028,-0.03857
5.032,-0.00146
5.036,-0.01185
5.04,-0.00592
5.044,0.00641
5.048,-0.00681
5.052,0.00417
5.056,-0.00234
5.06,-0.00699
5.064,-0.00503
5.068,-0.01084
5.072,0.00412
5.076,-0.00997
5.08,-0.00072
5.084,-0.00153
5.088,0.01925
5.092,0.03283
5.096,0.03704
5.1,0.07154
5.104,0.09334
5.108,0.11926
5.112,0.11049
5.116,0.12104
5.12,0.14962
5.124,0.16946
5.128,0.18192
5.132,0.2099
5.136,0.23537
5.14,0.26073
5.144,0.2312
5.148,0.28245
5.152,0.26728
5.156,0.27891
5.16,0.29252
5.164,0.27182
5.168,0.27367
5.172,0.25289
5.176,0.22942
5.18,0.2168
5.184,0.18516
5.188,0.15673
5.192,0.14114
5.196,0.11095
5.2,0.12091
5.204,0.07237
5.208,0.07511
5.212,0.02057
5.216,0.03263
5.22,0.01183
5.224,-0.00569
5.228,-0.00284
5.232,0.0115
5.236,-0.01182
5.24,-0.01433
5.244,-0.0093
5.248,-0.03414
5.252,-0.00273
5.256,-0.00988
5.26,-0.01304
5.264,-0.02725
5.268,-0.0204
5.272,0.00243
5.276,-0.00011
5.28,-0.02761
5.284,-0.01921
5.288,-0.02841
5.292,-0.02126
5.296,0.00359
5.3,-0.02061
5.304,0.0055
5.308,-0.0043
5.312,0.00053
5.316,-0.04427
5.32,-0.05227
5.324,-0.03225
5.328,-0.0251
5.332,-0.03756
5.336,-0.02217
5.34,-0.01277
5.344,-0.03302
5.348,-0.03807
5.352,-0.03536
5.356,-0.044
5.36,-0.02845
5.364,-0.02047
5.368,-0.02192
5.372,-0.03356
5.376,-0.01727
5.38,-0.04738
5.384,-0.05275
5.388,-0.01487
5.392,-0.06017
5.396,-0.03864
5.4,-0.01636
5.404,-0.04718
5.408,-0.03034
5.412,-0.00559
5.416,-0.00863
5.42,-0.01426
5.424,-0.01905
5.428,0.00637
5.432,0.0227
5.436,-0.00292
5.44,0.00523
5.444,0.02497
5.448,0.05312
5.452,0.04633
5.456,0.04739
5.46,0.04755
5.464,0.04252
5.468,0.05007
5.472,0.03604
5.476,0.00392
5.48,0.0039
5.484,-0.00122
5.488,-0.0032
5.492,0.00952
5.496,-0.01799
5.5,-0.03724
5.504,-0.00914
5.508,-0.03703
5.512,-0.03059
5.516,-0.04973
5.52,-0.05295
5.524,-0.02271
5.528,-0.04006
5.532,-0.03776
5.536,-0.01718
5.54,-0.05718
5.544,-0.04132
5.548,-0.02453
5.552,-0.03095
5.556,-0.04471
5.56,-0.04758
5.564,-0.04891
5.568,-0.04083
5.572,-0.04063
5.576,-0.04666
5.58,-0.07898
5.584,-0.09662
5.588,-0.12105
5.592,-0.13729
5.596,-0.08377
5.6,0.02491
5.604,0.26835
5.608,0.6108
5.612,0.96738
5.616,1.13384
5.62,0.99648
5.624,0.63309
5.628,0.24351
5.632,-0.0601
5.636,-0.21916
5.64,-0.27456
5.644,-0.26169
5.648,-0.21425
5.652,-0.12612
5.656,-0.09884
5.66,-0.05311
5.664,-0.04439
5.668,-0.04781
5.672,-0.02893
5.676,-0.05047
5.68,-0.05619
5.684,-0.0182
5.688,-0.04548
5.692,-0.04138
5.696,-0.04165
5.7,-0.05208
5.704,-0.02967
5.708,-0.0404
5.712,-0.02572
5.716,-0.03268
5.72,-0.01265
5.724,-0.01189
5.728,0.01249
5.732,0.01959
5.736,0.03739
5.74,0.05973
5.744,0.07262
5.748,0.10274
5.752,0.13192
5.756,0.14879
5.76,0.17741
5.764,0.18723
5.768,0.20733
5.772,0.21053
5.776,0.24732
5.78,0.23685
5.784,0.23005
5.788,0.24934
5.792,0.2544
5.796,0.22452
5.8,0.23837
5.804,0.19895
5.808,0.17793
5.812,0.16271
5.816,0.1604
5.82,0.15321
5.824,0.12173
5.828,0.08986
5.832,0.07368
5.836,0.03118
5.84,0.04004
5.844,0.01864
5.848,0.01715
5.852,0.00195
5.856,-0.0363
5.86,-0.03807
5.864,-0.04415
5.868,-0.04124
5.872,-0.03705
5.876,-0.04813
5.88,-0.03111
5.884,-0.05057
5.888,-0.06256
5.892,-0.04883
5.896,-0.04568
5.9,-0.05158
5.904,-0.0625
5.908,-0.03519
5.912,-0.04234
5.916,-0.01973
5.92,-0.05629
5.924,-0.0543
5.928,-0.05498
5.932,-0.06083
5.936,-0.04039
5.94,-0.05007
5.944,-0.05394
5.948,-0.05055
5.952,-0.05978
5.956,-0.04721
5.96,-0.07058
5.964,-0.04113
5.968,-0.04147
5.972,-0.05472
5.976,-0.05337
5.98,-0.04525
5.984,-0.04656
5.988,-0.03695
5.992,-0.04394
5.996,-0.03294
6.0,-0.03319
